"year","country","school_id","student_id","mother_educ","father_educ","gender","computer","internet","math","read","science","stu_wgt","desk","room","dishwasher","television","computer_n","car","book","wealth","escs"
2022,"MEX","48400109",48402528,"ISCED 2","ISCED 1","female","yes","yes",362.78,427.809,391.204,208.4727,NA,"yes",NA,"1","1","1","11-25",NA,-1.6832
2022,"MEX","48400081",48402529,"ISCED 3A","ISCED 2","female","no","no",480.506,519.72,403.752,258.2822,NA,"yes",NA,"1","0","0","11-25",NA,-1.4318
2022,"MEX","48400243",48402530,"ISCED 3A","ISCED 3A","male","yes","yes",382.107,419.012,338.239,127.2105,NA,"yes",NA,"2","0","1","11-25",NA,-0.2261
2022,"MEX","48400137",48402531,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",438.017,478.571,494.397,223.0679,NA,"yes",NA,"1","0","1","101-200",NA,-0.2663
2022,"MEX","48400226",48402532,"ISCED 3A",NA,"female","yes","yes",270.754,274.501,274.897,89.35407,NA,"yes",NA,"1","0","1","0-10",NA,-1.5919
2022,"MEX","48400018",48402534,"ISCED 1","ISCED 3A","female","no","yes",318.81,377.812,299.41,169.8902,NA,"yes",NA,"1","0","0","11-25",NA,-1.6376
2022,"MEX","48400253",48402535,"ISCED 3A","ISCED 3B, C","male","yes","yes",392.387,438.838,436.567,198.5217,NA,"no",NA,"1","0","1","11-25",NA,-0.5074
2022,"MEX","48400276",48402537,"ISCED 2","ISCED 2","male","yes","yes",372.355,312.286,366.62,177.4566,NA,"no",NA,"1","0","0","11-25",NA,-1.9513
2022,"MEX","48400129",48402538,"ISCED 2","ISCED 1","female","yes","yes",379.373,376.487,378.93,195.233,NA,"yes",NA,"1","0","0","0-10",NA,-1.4862
2022,"MEX","48400209",48402539,"ISCED 3B, C",NA,"female","yes","yes",353.028,423.237,397.062,213.7941,NA,"yes",NA,"2","1","0","201-500",NA,0.0232
2022,"MEX","48400191",48402540,"ISCED 3A","ISCED 3A","female","yes","yes",408.302,433.937,450.71,198.5455,NA,"yes",NA,"1","0","1","11-25",NA,-1.7451
2022,"MEX","48400043",48402542,"ISCED 3B, C","ISCED 3A","female","yes","yes",396.807,382.187,393.142,159.1184,NA,"yes",NA,"3+","0","1","11-25",NA,-0.5306
2022,"MEX","48400212",48402543,"ISCED 1","ISCED 2","female","yes","yes",313.433,352.45,321.797,208.4727,NA,"yes",NA,"1","1","0","0-10",NA,-2.3045
2022,"MEX","48400118",48402544,"ISCED 3A","ISCED 3A","female","yes","yes",424.624,435.482,496.875,275.0987,NA,"yes",NA,"1","2","2","201-500",NA,0.6583
2022,"MEX","48400054",48402545,"ISCED 3B, C","ISCED 2","male","yes","yes",482.499,486.385,483.17,371.2778,NA,"yes",NA,"2","1","2","26-100",NA,0.6962
2022,"MEX","48400042",48402546,"ISCED 3A","less than ISCED1","male","no","yes",365.605,362.471,395.423,354.4833,NA,"yes",NA,"1","0","1","0-10",NA,-1.0705
2022,"MEX","48400087",48402547,"ISCED 2","less than ISCED1","male","no","no",335.561,390.341,376.966,164.833,NA,"yes",NA,"1","0","0","0-10",NA,-2.2608
2022,"MEX","48400128",48402549,"ISCED 2","ISCED 2","male","yes","yes",350.574,372.3,389.287,234.1139,NA,"no",NA,"1","0","0","11-25",NA,-1.6378
2022,"MEX","48400128",48402550,"ISCED 3A","ISCED 3A","female","yes","yes",329.292,411.314,358.799,230.2321,NA,"yes",NA,"1","0","0","101-200",NA,0.4787
2022,"MEX","48400118",48402551,"ISCED 3A","ISCED 3A","female","yes","yes",399.033,515.452,444.825,275.0987,NA,"no",NA,"1","0","2","11-25",NA,-0.3305
2022,"MEX","48400212",48402552,"ISCED 2","ISCED 2","female","no","yes",307.929,187.509,294.736,208.4727,NA,"yes",NA,"1","0","1","11-25",NA,-1.4359
2022,"MEX","48400229",48402553,"ISCED 2","ISCED 2","female","yes","yes",345.899,348.843,416.134,236.9136,NA,"yes",NA,"1","1","1","0-10",NA,-2.2087
2022,"MEX","48400057",48402554,"ISCED 2","ISCED 2","male","yes","yes",318.877,280.521,326.087,208.6272,NA,"no",NA,"1","1","0","26-100",NA,-1.5367
2022,"MEX","48400284",48402555,"ISCED 1","ISCED 2","female","yes","yes",368.958,262.011,333.36,241.333,NA,"yes",NA,"1","1","0","11-25",NA,-1.973
2022,"MEX","48400041",48402556,"ISCED 1","ISCED 2","female","no","yes",366.072,370.308,345.958,266.8843,NA,"yes",NA,"1","0","1","0-10",NA,-2.2841
2022,"MEX","48400075",48402557,"ISCED 3B, C","ISCED 2","female","yes","yes",345.636,390.583,351.675,181.7567,NA,"yes",NA,"1","1","0","11-25",NA,0.0194
2022,"MEX","48400271",48402558,"ISCED 2","ISCED 2","female","yes","no",387.467,430.618,318.215,371.2778,NA,"yes",NA,"2","1","2","201-500",NA,-1.5318
2022,"MEX","48400137",48402559,"ISCED 1","ISCED 2","female","yes","yes",506.041,515.604,486.333,234.2213,NA,"yes",NA,"1","0","2","11-25",NA,-1.2826
2022,"MEX","48400274",48402560,"ISCED 2","ISCED 3A","female","no","yes",316.556,323.526,334.022,100.6823,NA,"no",NA,"1","0","0","0-10",NA,-0.9922
2022,"MEX","48400119",48402561,"ISCED 3A","ISCED 1","female","yes","yes",320.227,332.479,389.33,261.9219,NA,"yes",NA,"2","1","3+","0-10",NA,-0.6737
2022,"MEX","48400209",48402562,"ISCED 3A","ISCED 3A","male","yes","yes",474.053,519.991,517.992,202.5418,NA,"no",NA,"2","0","1","26-100",NA,0.2062
2022,"MEX","48400035",48402563,"ISCED 3B, C","ISCED 3A","female","yes","yes",376.487,385.148,341.959,239.231,NA,"yes",NA,"1","1","0","0-10",NA,-1.1098
2022,"MEX","48400226",48402564,"ISCED 2","ISCED 2","female","no","yes",336.543,359.856,327.32,89.35407,NA,"yes",NA,"1","0","1","0-10",NA,-2.1352
2022,"MEX","48400125",48402565,"ISCED 3A","ISCED 3A","male","yes","yes",471.883,547.171,403.21,310.5928,NA,"yes",NA,"1","0","1","11-25",NA,0.6127
2022,"MEX","48400243",48402566,"ISCED 3A","ISCED 2","female","yes","yes",385.312,433.416,417.687,121.9101,NA,"no",NA,"1","0","1","11-25",NA,-0.7416
2022,"MEX","48400123",48402567,"ISCED 3A","ISCED 3A","female","yes","yes",377.977,439.238,398.126,195.5021,NA,"no",NA,"1","1","0","26-100",NA,-1.2155
2022,"MEX","48400082",48402568,"less than ISCED1","ISCED 3A","male",NA,NA,288.616,239.213,334.649,272.5552,NA,NA,NA,"0",NA,NA,"101-200",NA,-0.569
2022,"MEX","48400028",48402569,"ISCED 2","ISCED 3A","female","yes","yes",418.919,449.609,447.244,138.3313,NA,"yes",NA,"1","0","1","26-100",NA,0.0663
2022,"MEX","48400068",48402570,"ISCED 3A","ISCED 2","male","yes","yes",406.468,388.099,412.009,165.2109,NA,"yes",NA,"2","1","3+","11-25",NA,-0.0082
2022,"MEX","48400226",48402571,"ISCED 1","ISCED 2","male","no","no",359.55,402.97,432.934,96.48747,NA,"yes",NA,"0","0","0","11-25",NA,-2.7133
2022,"MEX","48400005",48402572,"ISCED 2","ISCED 3B, C","male","yes","yes",457.056,473.917,479.045,340.174,NA,"no",NA,"1","0","0","11-25",NA,0.2474
2022,"MEX","48400276",48402573,"ISCED 3A","ISCED 3A","male",NA,"yes",515.092,530.026,486.985,177.4566,NA,NA,NA,"1","1","0","26-100",NA,0.247
2022,"MEX","48400270",48402574,"ISCED 3B, C",NA,"male","yes","yes",380.329,307.924,363.618,234.3101,NA,"yes",NA,"3+","1","2","101-200",NA,1.0615
2022,"MEX","48400227",48402575,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",401.836,537.622,429.614,152.4775,NA,"yes",NA,"1",NA,"1","11-25",NA,0.8518
2022,"MEX","48400189",48402576,"ISCED 2","ISCED 3A","female",NA,"yes",323.534,439.51,360.668,241.4061,NA,NA,NA,"1","0","0","0-10",NA,-1.0314
2022,"MEX","48400233",48402577,"ISCED 2","ISCED 2","female","no","no",387.242,439.914,412.269,216.188,NA,"yes",NA,"1","0","0","0-10",NA,-3.0397
2022,"MEX","48400154",48402578,"ISCED 2","ISCED 3B, C","female","yes","yes",358.63,421.132,369.237,211.2477,NA,"yes",NA,"1","0","0","0-10",NA,0.3819
2022,"MEX","48400069",48402579,"ISCED 1","ISCED 2","female","no","yes",433.252,506.565,395.311,189.5876,NA,"no",NA,"1","0","1","11-25",NA,-2.3295
2022,"MEX","48400161",48402580,"ISCED 3A","ISCED 3A","male","yes","yes",452.782,526.71,460.095,263.503,NA,"yes",NA,"2","0","2","11-25",NA,-0.7669
2022,"MEX","48400235",48402581,"ISCED 1","ISCED 3A","male","yes","yes",404.863,409.16,319.766,417.6154,NA,"yes",NA,"2","0","0","0-10",NA,-0.7438
2022,"MEX","48400040",48402582,"ISCED 3B, C","ISCED 3B, C","male","no","yes",334.459,356.469,350.824,343.4066,NA,"yes",NA,"1","0","0","11-25",NA,-0.8559
2022,"MEX","48400084",48402583,"ISCED 1","ISCED 2","male","no","yes",342.634,394.842,353.54,221.2078,NA,"yes",NA,"1","0","2","26-100",NA,-1.4913
2022,"MEX","48400161",48402584,"ISCED 3A","ISCED 3A","male","yes","yes",307.361,380.3,377.127,263.503,NA,"yes",NA,"2","2","3+","101-200",NA,1.108
2022,"MEX","48400112",48402585,"ISCED 2","ISCED 3B, C","male","yes","yes",357.901,336.072,411.071,67.81128,NA,"no",NA,"1","1","2","101-200",NA,-0.1989
2022,"MEX","48400014",48402586,"less than ISCED1","less than ISCED1","male","no","yes",362.608,289.993,374.825,101.341,NA,"no",NA,"1","0","1","11-25",NA,-3.0793
2022,"MEX","48400035",48402588,"ISCED 2","ISCED 3A","female","yes",NA,346.597,419.331,379.626,239.231,NA,"no",NA,"1","0","1","0-10",NA,-1.514
2022,"MEX","48400024",48402589,"ISCED 3A","ISCED 2","female","yes","yes",415.16,469.495,469.831,266.507,NA,"yes",NA,"1","1","1","101-200",NA,0.2164
2022,"MEX","48400133",48402591,"ISCED 2","ISCED 2","female","yes","no",506.337,568.798,499.435,218.7644,NA,"no",NA,"1","1","0","0-10",NA,-2.4098
2022,"MEX","48400055",48402592,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",433.466,491.001,500.215,269.1537,NA,"no",NA,"2","0","0","101-200",NA,0.3685
2022,"MEX","48400259",48402593,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",542.885,586.279,574.124,174.8044,NA,"yes",NA,"1","0","1","101-200",NA,0.5638
2022,"MEX","48400199",48402595,"ISCED 1","ISCED 2","female","yes","yes",367.596,389.488,424.268,38.48495,NA,"no",NA,"2","1","0","26-100",NA,-1.7307
2022,"MEX","48400209",48402596,"ISCED 3B, C","ISCED 2","female","yes","yes",388.46,366.65,402.191,213.7941,NA,"no",NA,"2","1","0","26-100",NA,-1.1481
2022,"MEX","48400044",48402597,"ISCED 2","ISCED 2","male","yes","yes",372.107,383.993,375.402,315.3583,NA,"yes",NA,"1","0","0","0-10",NA,-1.0468
2022,"MEX","48400062",48402598,"ISCED 1","ISCED 2","male","yes","yes",572.032,543.672,573.058,161.1602,NA,"yes",NA,"2","0","3+","26-100",NA,-1.2763
2022,"MEX","48400149",48402599,"ISCED 3B, C","ISCED 3A","female","no","yes",280.164,302.476,363.763,245.6689,NA,"yes",NA,"1","0","1","101-200",NA,-0.7842
2022,"MEX","48400025",48402600,"ISCED 2","ISCED 2","female","yes","yes",339.598,358.302,353.778,123.0694,NA,"no",NA,"1","1","1","26-100",NA,-1.3722
2022,"MEX","48400021",48402601,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",477.237,473.123,467.408,147.4394,NA,"yes",NA,"1","0","1","101-200",NA,0.5202
2022,"MEX","48400206",48402602,"ISCED 2","ISCED 3B, C","male","yes","yes",325.529,399.257,389.825,417.6154,NA,"yes",NA,"1","1","2","26-100",NA,0.8554
2022,"MEX","48400069",48402603,"ISCED 2","ISCED 3B, C","male","no","no",329.674,359.835,379.176,189.5876,NA,"no",NA,NA,NA,"0","11-25",NA,-1.6687
2022,"MEX","48400191",48402604,"ISCED 3A","ISCED 2","male","yes","yes",344.029,253.596,347.152,238.2545,NA,"yes",NA,"1","0","0","11-25",NA,-1.5546
2022,"MEX","48400205",48402605,"ISCED 3A","ISCED 1","male","no","yes",333,311.388,338.336,81.57762,NA,"yes",NA,"1","0","1","11-25",NA,-1.4632
2022,"MEX","48400158",48402606,"ISCED 2","ISCED 1","female","yes","yes",417.399,430.82,419.197,105.2483,NA,"no",NA,"1","0","2","11-25",NA,-0.8869
2022,"MEX","48400074",48402607,"ISCED 1","ISCED 1","female","no","no",361.781,362.325,330.877,210.2246,NA,"no",NA,"1","0","0","more than 500",NA,-2.3616
2022,"MEX","48400220",48402608,"ISCED 3A","ISCED 2","male","no","no",304.514,221.251,340.081,212.0274,NA,"yes",NA,"1","0","1","11-25",NA,-2.0155
2022,"MEX","48400140",48402609,"ISCED 3B, C","ISCED 3A","female","no","yes",468.793,464.114,510.59,61.23326,NA,"no",NA,"0","0","0","11-25",NA,-1.0562
2022,"MEX","48400164",48402610,"less than ISCED1","ISCED 3B, C","male","yes","yes",475.713,533.54,511.167,192.13,NA,"no",NA,"1","0","1","26-100",NA,-1.2507
2022,"MEX","48400063",48402611,"ISCED 3A","ISCED 3A","female","yes","yes",352.21,379.531,378.947,197.5138,NA,"no",NA,"2","1","1","101-200",NA,0.5837
2022,"MEX","48400086",48402612,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",404.814,426.946,441.601,446.8191,NA,"yes",NA,"3+","1","3+","26-100",NA,1.1552
2022,"MEX","48400129",48402613,"less than ISCED1","ISCED 2","female","no","no",336.793,322.858,346.881,195.233,NA,"no",NA,"1","0","0","11-25",NA,-2.8881
2022,"MEX","48400027",48402614,"less than ISCED1","ISCED 1","male","yes","yes",367.595,333.148,379.405,149.0495,NA,"no",NA,"1","0","0","11-25",NA,-2.5448
2022,"MEX","48400237",48402615,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",443.284,431.855,524.239,284.2286,NA,"yes",NA,"1","0","0","0-10",NA,0.0965
2022,"MEX","48400058",48402616,"ISCED 2","ISCED 2","female","no","yes",359.44,336.888,366.642,217.748,NA,"no",NA,"1","0","0","26-100",NA,-2.162
2022,"MEX","48400103",48402617,"ISCED 3A","ISCED 3A","female","yes","yes",389.311,451.745,408.622,241.4173,NA,"yes",NA,"1","0","1","101-200",NA,-1.0521
2022,"MEX","48400157",48402618,"less than ISCED1","ISCED 1","male","yes","yes",357.742,339.264,371.924,64.56856,NA,"yes",NA,"1",NA,"0","11-25",NA,-2.4349
2022,"MEX","48400227",48402619,"ISCED 3A","ISCED 3B, C","female","yes","yes",389.05,453.12,396.479,141.7398,NA,"no",NA,"1","0","2","11-25",NA,0.534
2022,"MEX","48400154",48402620,"ISCED 2","ISCED 2","male","no","yes",443.629,504.675,479.083,227.7642,NA,"yes",NA,"1","0","1","11-25",NA,-1.9272
2022,"MEX","48400175",48402621,"ISCED 1","ISCED 2","female","no","yes",367.761,340.978,379.573,240.0271,NA,"yes",NA,"1","0","0","26-100",NA,-2.3074
2022,"MEX","48400013",48402622,"ISCED 3A","ISCED 3A","male","yes","yes",361.621,359.318,390.83,220.2676,NA,"yes",NA,"2","0","3+","11-25",NA,0.4432
2022,"MEX","48400191",48402624,"ISCED 2","ISCED 3A","female","no","yes",310.612,261.015,344.784,198.5455,NA,"no",NA,"1","0","3+","26-100",NA,-1.4494
2022,"MEX","48400282",48402625,"less than ISCED1","ISCED 1","male","no","no",431.16,366.761,409.227,432.5301,NA,"yes",NA,"1","0","0","11-25",NA,-3.7282
2022,"MEX","48400075",48402626,"less than ISCED1","ISCED 1","male","no","no",512.744,525.1,513.859,192.8347,NA,"no",NA,"1",NA,"0","0-10",NA,-3.0006
2022,"MEX","48400238",48402627,"ISCED 3A","ISCED 2","male","yes","yes",334.772,344.7,341.085,137.4329,NA,"no",NA,"1","1","1","101-200",NA,-0.5933
2022,"MEX","48400034",48402628,"ISCED 2","less than ISCED1","female","yes","yes",313.358,409.317,271.623,440.8162,NA,"yes",NA,"1","0","1","26-100",NA,-0.1567
2022,"MEX","48400024",48402629,"ISCED 3A","ISCED 3A","male","yes","yes",411.598,452.842,372.66,264.296,NA,"yes",NA,"2","1","1","26-100",NA,-0.8463
2022,"MEX","48400029",48402630,"ISCED 3A","ISCED 3A","female","no","yes",364.949,385.862,396.908,290.7493,NA,"yes",NA,"1","0","0","0-10",NA,-1.3701
2022,"MEX","48400042",48402631,"ISCED 3B, C","ISCED 3A","male","yes","yes",285.875,316.637,346.096,354.4833,NA,"yes",NA,"2","1","2","26-100",NA,0.9923
2022,"MEX","48400199",48402633,"ISCED 3A","ISCED 3B, C","female","no","yes",368.682,422.469,431.589,38.48495,NA,"no",NA,"1","0","1","26-100",NA,-1.0708
2022,"MEX","48400120",48402634,"ISCED 3A","ISCED 2","male","no","no",415.164,558.003,503.438,198.2255,NA,"no",NA,"1","0","0","26-100",NA,-1.279
2022,"MEX","48400115",48402635,"ISCED 2","ISCED 3A","male","yes","no",434.43,424.322,443.715,372.6728,NA,"no",NA,"1","0","0","0-10",NA,-1.6759
2022,"MEX","48400114",48402636,"ISCED 1","ISCED 2","female","yes","yes",411.649,433.394,380.967,240.3528,NA,"no",NA,"1","0","2","101-200",NA,-0.782
2022,"MEX","48400026",48402637,"ISCED 1","ISCED 2","female","yes","no",348.269,367.313,333.449,186.1508,NA,"no",NA,"1","0","1","11-25",NA,-2.6021
2022,"MEX","48400053",48402638,"ISCED 3A","ISCED 2","male","yes","no",406.033,370.33,393.161,417.6154,NA,"yes",NA,"2","0","0","26-100",NA,-1.2296
2022,"MEX","48400105",48402639,"ISCED 2","ISCED 1","female","yes","yes",246.234,269.083,283.126,252.8104,NA,"no",NA,"1","1","0","11-25",NA,-2.0581
2022,"MEX","48400211",48402640,"ISCED 1","ISCED 3A","female","yes","yes",342.29,339.591,387.804,182.0851,NA,"no",NA,"2","0","1","0-10",NA,-1.6354
2022,"MEX","48400220",48402641,"ISCED 3A","ISCED 3A","female","no","yes",353.383,355.098,358.316,167.6288,NA,"yes",NA,NA,NA,"0","11-25",NA,-1.7605
2022,"MEX","48400170",48402642,"ISCED 2","ISCED 2","male","yes","yes",367.107,395.281,397.743,242.4896,NA,"no",NA,"1","1","1","11-25",NA,-1.8394
2022,"MEX","48400244",48402643,"ISCED 3A","ISCED 3A","female","yes","yes",514.32,629.432,453.657,195.3012,NA,"yes",NA,"2","0","2","26-100",NA,0.4138
2022,"MEX","48400270",48402645,"ISCED 2","ISCED 2","male","yes","yes",451.163,422.851,460.357,234.3101,NA,"yes",NA,"2","1","3+","11-25",NA,-1.1283
2022,"MEX","48400172",48402646,"ISCED 3A","ISCED 3A","female","yes","yes",385.347,447.988,390.303,223.0441,NA,"no",NA,"1","1","0","11-25",NA,-0.3759
2022,"MEX","48400237",48402647,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",414.302,432.256,474.483,300.0191,NA,"yes",NA,"2","1","2","201-500",NA,1.4685
2022,"MEX","48400139",48402648,"ISCED 3A","ISCED 2","female","yes","yes",394.282,446.568,392.874,204.4307,NA,"yes",NA,"1","1","1","26-100",NA,-0.7906
2022,"MEX","48400029",48402649,"ISCED 2","ISCED 3B, C","male","yes","yes",305.639,286.302,334.191,290.7493,NA,"yes",NA,"3+","1","3+","11-25",NA,0.4954
2022,"MEX","48400083",48402651,"ISCED 2","ISCED 3A","female","yes","yes",339.316,377.587,371.356,220.5901,NA,"yes",NA,"2","1","1","11-25",NA,-0.394
2022,"MEX","48400241",48402652,"ISCED 3A","ISCED 3A","female","yes","yes",306.199,356.299,280.38,229.3934,NA,"no",NA,"1","0","0","11-25",NA,-1.8151
2022,"MEX","48400191",48402653,"ISCED 3A","ISCED 2","female","yes","yes",361.332,424.938,385.538,198.5455,NA,"yes",NA,"2","1","1","101-200",NA,-0.3283
2022,"MEX","48400190",48402654,"ISCED 3A","ISCED 2","male","yes","no",428.795,432.774,448.548,74.27529,NA,"no",NA,"1","0","0","11-25",NA,-1.8585
2022,"MEX","48400203",48402655,"ISCED 3A","ISCED 2","female","no","yes",435.702,458.386,399.36,337.2416,NA,"yes",NA,"2","1","0","0-10",NA,-1.5072
2022,"MEX","48400217",48402656,"ISCED 3B, C","ISCED 3A","female","yes","yes",397.118,502.309,443.03,200.9858,NA,"no",NA,"1","1","1","11-25",NA,0.2906
2022,"MEX","48400208",48402657,"ISCED 3A","ISCED 3A","female","yes","yes",377.364,398.912,418.275,117.733,NA,"no",NA,"2","1","1","26-100",NA,-1.4486
2022,"MEX","48400018",48402658,"ISCED 2","ISCED 3A","male","no","yes",370.771,363.65,374.62,162.5036,NA,"yes",NA,"1","0","0","11-25",NA,-1.8799
2022,"MEX","48400158",48402659,"ISCED 2",NA,"female","yes","yes",292.408,306.21,322.956,105.2483,NA,"yes",NA,"1","1","1","11-25",NA,-1.6135
2022,"MEX","48400200",48402660,"ISCED 3A","ISCED 3A","male","yes","yes",416.632,487.901,410.265,204.2798,NA,"yes",NA,"2","2","1","101-200",NA,1.0519
2022,"MEX","48400075",48402662,"ISCED 2","ISCED 1","female","yes",NA,430.884,399.152,443.521,181.7567,NA,"no",NA,"1","0","0","11-25",NA,-1.9927
2022,"MEX","48400202",48402663,"ISCED 3A","ISCED 2","male","yes","yes",465.333,484.283,466.781,285.1583,NA,"no",NA,"1","0","0","11-25",NA,-1.622
