id_alumno,educacion_madre,educacion_padre,genero,computadora,internet,matematicas,comprension_lectora,ciencias,cuarto_propio,television,auto,libros,indice_socioeconomico,matematicasCategoria,comprension_lectoraCategoria,cienciasCategoria,indice_socioeconomicoCategoria,rendimiento_general,rendimiento_general_categoria
1317,5,4,0,1,1,495.43,498.818,476.081,1,1,1,3,0.7092,Alto,Alto,Medio,Alto,490.1096666666667,Alto
1318,4,4,0,1,1,455.843,506.296,457.193,1,1,1,2,-0.209,Medio,Alto,Medio,Medio,473.11066666666665,Medio
1319,2,3,1,0,0,361.623,411.004,417.96,0,1,1,0,-2.5261,Medio,Medio,Medio,Bajo,396.8623333333333,Medio
1320,4,3,0,1,1,518.143,581.809,575.492,1,1,1,1,-0.9877,Alto,Alto,Alto,Medio,558.4813333333333,Alto
1321,3,2,1,0,0,333.043,373.187,371.022,0,1,0,0,-2.4491,Bajo,Medio,Medio,Bajo,359.084,Medio
1322,3,2,0,0,0,432.345,434.699,463.288,0,1,0,2,-2.2663,Medio,Medio,Medio,Bajo,443.444,Medio
1323,2,4,0,0,1,322.719,350.601,265.179,1,1,1,2,-1.3724,Bajo,Medio,Bajo,Medio,312.83299999999997,Bajo
1324,4,4,0,0,1,434.852,493.792,438.805,0,1,0,1,-1.3082,Medio,Medio,Medio,Medio,455.8163333333334,Medio
1325,3,3,1,0,0,279.884,297.994,325.428,1,1,1,0,-2.4748,Bajo,Bajo,Medio,Bajo,301.10200000000003,Bajo
1326,3,3,0,0,1,346.694,398.068,365.974,1,1,1,4,-1.9767,Medio,Medio,Medio,Medio,370.2453333333333,Medio
1327,3,3,0,0,1,345.476,359.119,358.112,0,1,1,0,-2.1925,Medio,Medio,Medio,Medio,354.2356666666667,Medio
1328,5,5,1,1,1,463.275,449.953,488.977,1,1,1,6,0.0082,Medio,Medio,Alto,Alto,467.40166666666664,Medio
1329,3,4,0,0,1,287.021,301.823,290.567,1,1,1,0,-1.7736,Bajo,Bajo,Bajo,Medio,293.137,Bajo
1330,5,4,1,0,1,426.711,461.882,478.779,1,1,0,2,0.5588,Medio,Medio,Medio,Alto,455.7906666666667,Medio
1331,4,4,0,0,1,467.879,520.156,511.044,1,1,1,1,0.6915,Medio,Alto,Alto,Alto,499.693,Alto
1332,4,5,1,1,1,512.514,541.906,593.54,0,1,1,1,0.7527,Alto,Alto,Alto,Alto,549.32,Alto
1333,4,4,1,0,1,506.41,536.36,499.912,0,1,0,2,-0.0261,Alto,Alto,Alto,Alto,514.2273333333334,Alto
1334,4,5,1,0,1,472.416,443.596,496.588,0,1,1,1,-0.2538,Medio,Medio,Alto,Medio,470.8666666666666,Medio
1335,4,4,1,0,1,426.077,417.762,371.342,1,1,1,1,-0.5628,Medio,Medio,Medio,Medio,405.06033333333335,Medio
1336,5,5,0,0,1,339.752,346.387,327.907,1,1,0,1,0.4454,Medio,Medio,Medio,Alto,338.01533333333333,Medio
1337,0,3,0,0,1,270.628,263.759,336.414,1,1,1,0,0.015,Bajo,Bajo,Medio,Alto,290.267,Bajo
1338,3,3,1,0,1,353.72,303.286,373.744,1,1,1,2,-1.6946,Medio,Bajo,Medio,Medio,343.5833333333333,Medio
1339,5,5,1,0,1,446.252,498.196,451.782,1,1,1,2,0.8043,Medio,Alto,Medio,Alto,465.41,Medio
1340,3,2,1,1,1,294.112,280.54,291.481,0,1,1,0,-1.6479,Bajo,Bajo,Bajo,Medio,288.711,Bajo
1341,5,1,0,0,1,519.961,560.521,499.164,0,0,0,1,-1.0771,Alto,Alto,Alto,Medio,526.5486666666667,Alto
1342,3,2,0,0,1,361.619,311.821,341.679,1,1,1,2,-2.2743,Medio,Bajo,Medio,Bajo,338.373,Medio
1343,4,4,1,0,1,461.74,547.165,516.049,1,1,1,0,0.492,Medio,Alto,Alto,Alto,508.318,Alto
1344,2,3,0,0,1,434.211,406.947,421.58,1,1,0,3,-1.0581,Medio,Medio,Medio,Medio,420.91266666666667,Medio
1345,4,4,1,1,1,466.256,532.818,451.709,1,1,1,1,-0.2337,Medio,Alto,Medio,Medio,483.5943333333333,Alto
1346,5,5,0,1,1,306.402,319.298,335.871,1,1,1,3,0.8705,Bajo,Medio,Medio,Alto,320.52366666666666,Bajo
1347,3,3,0,0,1,445.84,429.012,467.999,0,1,0,3,-1.5474,Medio,Medio,Medio,Medio,447.617,Medio
1348,5,5,1,0,1,558.067,597.059,564.101,1,1,1,3,1.0229,Alto,Alto,Alto,Alto,573.0756666666666,Alto
1349,4,4,1,1,1,420.058,434.879,426.124,0,1,0,3,0.3591,Medio,Medio,Medio,Alto,427.0203333333334,Medio
1350,3,3,0,1,1,327.662,325.578,327.285,1,1,1,1,-1.9881,Bajo,Medio,Medio,Medio,326.8416666666667,Medio
1351,3,3,1,0,1,384.717,394.307,406.94,0,1,0,1,-1.859,Medio,Medio,Medio,Medio,395.3213333333333,Medio
1352,4,5,1,1,1,363.675,487.2,387.323,0,1,1,1,-0.3832,Medio,Medio,Medio,Medio,412.7326666666666,Medio
1353,4,4,0,1,1,467.16,457.428,481.219,0,1,1,2,0.741,Medio,Medio,Medio,Alto,468.6023333333333,Medio
1354,5,0,1,0,0,353.391,407.133,444.883,0,0,1,2,-0.066,Medio,Medio,Medio,Alto,401.8023333333333,Medio
1355,3,4,1,1,1,360.208,344.15,312.684,0,1,0,1,-1.2609,Medio,Medio,Medio,Medio,339.01399999999995,Medio
1356,3,4,0,0,1,409.762,411.726,426.405,0,1,1,1,-0.6504,Medio,Medio,Medio,Medio,415.96433333333334,Medio
1357,3,5,1,0,1,404.322,424.446,391.587,1,1,0,2,0.2045,Medio,Medio,Medio,Alto,406.785,Medio
1358,5,5,1,0,1,444.865,428.029,468.136,1,1,1,1,0.7969,Medio,Medio,Medio,Alto,447.01,Medio
1359,3,3,1,0,1,306.869,339.38,313.164,0,1,0,4,-2.0994,Bajo,Medio,Medio,Medio,319.8043333333333,Bajo
1360,3,5,1,0,1,267.13,378.032,307.644,1,1,0,2,-0.7241,Bajo,Medio,Bajo,Medio,317.60200000000003,Bajo
1361,4,4,1,1,1,420.783,404.431,366.222,0,1,1,3,-0.5268,Medio,Medio,Medio,Medio,397.1453333333333,Medio
1362,1,3,1,0,1,293.976,381.758,344.487,1,1,1,2,-1.3242,Bajo,Medio,Medio,Medio,340.07366666666667,Medio
1363,4,4,1,0,1,401.107,441.931,440.155,0,1,1,2,-0.9617,Medio,Medio,Medio,Medio,427.731,Medio
1364,2,4,1,0,0,416.619,436.363,365.901,1,1,1,1,-0.1746,Medio,Medio,Medio,Medio,406.2943333333333,Medio
1365,3,2,0,0,0,450.027,508.208,493.046,1,1,0,1,-2.7937,Medio,Alto,Alto,Bajo,483.76033333333334,Alto
1366,0,0,1,0,0,427.521,412.844,447.985,1,1,1,1,-0.99105,Medio,Medio,Medio,Medio,429.45,Medio
1367,5,4,1,0,1,422.233,449.289,467.986,0,1,1,3,0.0057,Medio,Medio,Medio,Alto,446.5026666666666,Medio
1368,2,4,1,0,0,311.072,300.653,323.728,1,1,1,2,-0.5954,Bajo,Bajo,Medio,Medio,311.81766666666664,Bajo
1369,3,3,1,0,1,296.727,365.857,367.937,0,1,0,3,-2.2433,Bajo,Medio,Medio,Bajo,343.50700000000006,Medio
1370,4,2,1,0,1,439.164,426.217,497.682,0,1,1,3,-0.4762,Medio,Medio,Alto,Medio,454.3543333333334,Medio
1371,3,1,0,0,1,328.637,214.888,317.688,1,1,0,0,-1.7701,Bajo,Bajo,Medio,Medio,287.07099999999997,Bajo
1372,4,4,1,0,1,320.499,367.495,357.657,1,1,0,0,-1.1677,Bajo,Medio,Medio,Medio,348.55033333333336,Medio
1373,4,4,0,1,1,332.677,291.597,349.209,0,1,1,3,-0.0677,Bajo,Bajo,Medio,Alto,324.4943333333333,Bajo
1374,2,3,1,0,1,349.906,396.604,337.837,0,1,1,1,-2.283,Medio,Medio,Medio,Bajo,361.449,Medio
1375,5,3,0,1,1,381.537,445.565,424.847,0,1,1,2,-1.5641,Medio,Medio,Medio,Medio,417.3163333333334,Medio
1376,4,4,0,0,1,443.694,466.113,482.837,0,1,1,2,-0.9431,Medio,Medio,Medio,Medio,464.2146666666667,Medio
1377,3,3,0,1,1,360.031,285.592,445.422,1,1,1,2,-1.7993,Medio,Bajo,Medio,Medio,363.6816666666667,Medio
1378,4,4,0,1,1,389.561,460.662,465.033,0,1,1,3,0.6066,Medio,Medio,Medio,Alto,438.41866666666664,Medio
1379,3,3,0,0,1,463.329,450.781,419.678,0,1,1,2,-0.5289,Medio,Medio,Medio,Medio,444.596,Medio
1380,4,4,0,0,1,371.748,439.294,404.755,1,1,1,2,0.3853,Medio,Medio,Medio,Alto,405.2656666666667,Medio
1381,4,4,1,1,1,439.371,482.511,467.325,0,1,1,3,-0.5675,Medio,Medio,Medio,Medio,463.069,Medio
1382,4,4,1,1,1,460.365,411.48,415.494,1,1,1,1,0.6466,Medio,Medio,Medio,Alto,429.113,Medio
1383,4,5,1,0,1,483.895,527.94,498.054,0,1,1,3,1.197,Medio,Alto,Alto,Alto,503.2963333333334,Alto
1384,4,4,1,0,1,426.996,402.092,446.553,1,1,1,3,1.5255,Medio,Medio,Medio,Alto,425.2136666666667,Medio
1385,3,3,1,0,0,359.738,393.432,314.626,0,1,0,0,-3.2837,Medio,Medio,Medio,Bajo,355.932,Medio
1386,1,1,1,1,1,437.306,328.989,401.097,0,1,0,1,-3.1467,Medio,Medio,Medio,Bajo,389.1306666666666,Medio
1387,3,4,1,0,1,390.956,479.542,419.376,0,1,1,1,-1.1476,Medio,Medio,Medio,Medio,429.958,Medio
1388,4,4,0,0,1,294.793,217.389,372.417,1,1,1,1,-0.1447,Bajo,Bajo,Medio,Medio,294.86633333333333,Bajo
1389,1,1,1,0,1,392.614,417.729,397.741,1,1,1,1,-2.7371,Medio,Medio,Medio,Bajo,402.6946666666666,Medio
1390,3,4,0,0,1,404.869,395.696,509.226,1,1,1,1,0.5432,Medio,Medio,Alto,Alto,436.59700000000004,Medio
1391,5,5,1,1,1,300.432,269.943,320.584,1,1,1,1,0.9828,Bajo,Bajo,Medio,Alto,296.98633333333333,Bajo
1392,5,5,0,1,1,464.233,532.71,523.301,1,1,1,1,-0.3705,Medio,Alto,Alto,Medio,506.74800000000005,Alto
1393,2,3,0,1,1,469.002,440.116,456.754,1,1,1,4,-1.9021,Medio,Medio,Medio,Medio,455.2906666666666,Medio
1394,4,5,1,0,1,506.016,533.617,499.571,0,1,1,1,-0.7666,Alto,Alto,Alto,Medio,513.0680000000001,Alto
1395,5,3,1,0,1,405.339,378.802,394.676,1,1,1,4,0.2473,Medio,Medio,Medio,Alto,392.939,Medio
1396,4,4,0,0,1,496.36,530.212,464.166,1,1,1,2,-0.1633,Alto,Alto,Medio,Medio,496.91266666666667,Alto
1397,3,2,1,0,1,392.568,421.362,446.29,1,1,0,2,-0.6482,Medio,Medio,Medio,Medio,420.0733333333333,Medio
1398,2,4,1,1,1,324.79,333.679,378.147,1,1,1,1,-1.0849,Bajo,Medio,Medio,Medio,345.53866666666664,Medio
1399,4,5,1,0,1,344.242,314.401,345.362,1,1,1,0,-0.4079,Medio,Bajo,Medio,Medio,334.66833333333335,Medio
1400,4,4,1,0,1,358.887,433.944,457.77,0,1,0,1,-0.2068,Medio,Medio,Medio,Medio,416.867,Medio
1401,3,1,1,0,1,488.135,566.195,435.752,1,1,1,2,-2.1561,Medio,Alto,Medio,Medio,496.69399999999996,Alto
1402,4,4,0,0,1,434.976,404.4,448.551,0,1,0,2,-0.7422,Medio,Medio,Medio,Medio,429.30899999999997,Medio
1403,4,5,1,1,1,528.109,553.652,556.122,1,1,1,3,0.7638,Alto,Alto,Alto,Alto,545.9609999999999,Alto
1404,4,3,1,0,1,412.505,444.133,477.403,0,1,1,0,-1.2649,Medio,Medio,Medio,Medio,444.6803333333333,Medio
1405,3,0,1,0,1,290.744,285.62,272.859,1,1,0,1,-0.4125,Bajo,Bajo,Bajo,Medio,283.0743333333333,Bajo
1406,2,3,0,0,1,403.822,370.162,364.556,0,1,0,2,-2.0077,Medio,Medio,Medio,Medio,379.5133333333333,Medio
1407,3,5,1,1,1,397.34,476.529,379.729,1,1,0,1,-0.2585,Medio,Medio,Medio,Medio,417.866,Medio
1408,1,3,1,0,1,257.158,339.498,281.684,1,1,0,0,-2.0875,Bajo,Medio,Bajo,Medio,292.78,Bajo
1409,3,3,0,0,0,367.669,289.513,369.936,0,1,1,2,-2.2895,Medio,Bajo,Medio,Bajo,342.37266666666665,Medio
1410,2,2,0,0,0,426.278,370.802,412.741,1,1,0,2,-3.1742,Medio,Medio,Medio,Bajo,403.27366666666666,Medio
1411,5,5,1,0,1,556.333,518.496,550.795,1,1,1,3,0.9511,Alto,Alto,Alto,Alto,541.8746666666666,Alto
1412,5,5,0,1,1,451.721,495.795,532.026,1,1,1,3,-0.2959,Medio,Medio,Alto,Medio,493.18066666666664,Alto
1413,3,3,0,0,1,318.712,264.066,336.478,1,1,1,2,-2.0993,Bajo,Bajo,Medio,Medio,306.4186666666667,Bajo
1414,4,0,0,0,0,288.675,358.049,323.778,0,1,0,3,-2.0747,Bajo,Medio,Medio,Medio,323.50066666666663,Bajo
1415,3,3,1,0,1,367.742,369.431,313.988,0,1,1,1,-1.6077,Medio,Medio,Medio,Medio,350.387,Medio
1416,4,5,1,0,1,438.582,480.774,457.211,1,1,1,1,0.1585,Medio,Medio,Medio,Alto,458.85566666666665,Medio
1417,3,2,0,0,0,393.428,405.405,434.069,0,1,0,4,-2.5956,Medio,Medio,Medio,Bajo,410.96733333333333,Medio
1418,3,3,1,0,1,426.891,456.446,415.134,0,1,1,1,-1.4655,Medio,Medio,Medio,Medio,432.82366666666667,Medio
1419,3,3,1,0,1,391.218,362.044,360.92,1,1,0,1,-2.1616,Medio,Medio,Medio,Medio,371.394,Medio
1420,4,2,1,0,1,371.519,340.787,386.519,1,1,1,2,-1.7772,Medio,Medio,Medio,Medio,366.27500000000003,Medio
1421,3,2,0,0,1,390.716,355.713,399.242,1,1,1,3,-1.8284,Medio,Medio,Medio,Medio,381.89033333333333,Medio
1422,4,4,0,0,1,359.54,328.414,319.058,1,1,1,1,-1.2965,Medio,Medio,Medio,Medio,335.67066666666665,Medio
1423,5,1,1,1,1,468.733,515.527,456.291,1,1,1,3,1.2781,Medio,Alto,Medio,Alto,480.1836666666666,Alto
1424,3,1,0,0,1,394.68,408.344,415.261,1,1,1,2,-2.2208,Medio,Medio,Medio,Bajo,406.095,Medio
1425,3,2,0,0,1,361.069,362.227,401.397,0,1,1,2,-2.1364,Medio,Medio,Medio,Medio,374.8976666666667,Medio
1426,3,4,0,0,0,308.799,240.657,313.273,1,1,1,1,-0.1203,Bajo,Bajo,Medio,Medio,287.57633333333337,Bajo
1427,3,2,1,0,1,351.095,411.083,349.336,1,1,0,0,-2.0485,Medio,Medio,Medio,Medio,370.5046666666667,Medio
1428,2,3,1,0,1,383.058,454.916,420.464,0,1,1,1,-2.2532,Medio,Medio,Medio,Bajo,419.4793333333333,Medio
1429,4,4,0,1,1,450.909,444.011,480.928,0,1,0,2,-0.6774,Medio,Medio,Medio,Medio,458.616,Medio
1430,3,2,1,0,1,359.302,402.541,388.122,0,1,1,1,-1.7325,Medio,Medio,Medio,Medio,383.3216666666667,Medio
1431,5,0,0,0,1,516.763,521.065,485.134,1,1,0,3,0.0131,Alto,Alto,Medio,Alto,507.654,Alto
1432,5,4,1,1,1,427.144,435.284,413.27,1,1,1,0,-0.2659,Medio,Medio,Medio,Medio,425.2326666666666,Medio
1433,3,4,1,0,1,492.724,550.918,487.676,0,1,1,1,-0.9651,Medio,Alto,Medio,Medio,510.4393333333333,Alto
1434,3,4,0,1,1,400.735,337.016,368.664,1,1,1,2,-1.089,Medio,Medio,Medio,Medio,368.805,Medio
1435,4,4,1,1,1,469.336,618.824,570.332,0,1,1,4,1.09,Medio,Alto,Alto,Alto,552.8306666666666,Alto
1436,4,3,1,0,0,460.472,483.237,466.935,0,1,0,0,-1.8587,Medio,Medio,Medio,Medio,470.2146666666667,Medio
1437,4,5,1,0,1,415.748,434.47,474.671,1,1,1,1,0.4877,Medio,Medio,Medio,Alto,441.6296666666667,Medio
1438,3,4,0,0,1,356.216,354.735,391.592,0,1,0,3,-0.4394,Medio,Medio,Medio,Medio,367.51433333333335,Medio
1439,3,3,1,1,1,427.779,458.73,476.934,1,0,0,1,-2.0659,Medio,Medio,Medio,Medio,454.481,Medio
1440,4,4,0,1,1,273.008,252.435,234.804,1,1,1,1,-0.9397,Bajo,Bajo,Bajo,Medio,253.41566666666665,Bajo
1441,5,4,1,1,1,384.208,377.569,382.081,1,1,1,2,1.0877,Medio,Medio,Medio,Alto,381.28600000000006,Medio
1442,5,5,1,1,1,562.503,570.798,601.678,1,1,1,4,1.4506,Alto,Alto,Alto,Alto,578.3263333333333,Alto
1443,4,4,1,0,1,357.854,397.356,356.349,0,1,0,1,-2.1864,Medio,Medio,Medio,Medio,370.51966666666664,Medio
1444,2,0,1,0,1,332.61,323.463,353.108,0,1,0,3,-2.8849,Bajo,Medio,Medio,Bajo,336.39366666666666,Medio
1445,4,4,1,0,1,338.862,394.102,390.063,0,1,1,0,-1.5916,Medio,Medio,Medio,Medio,374.34233333333333,Medio
1446,3,4,0,0,1,419.385,496.487,505.458,0,1,1,2,-1.3348,Medio,Medio,Alto,Medio,473.7766666666667,Medio
1447,3,3,0,0,1,396.606,404.122,401.681,1,1,1,0,-2.2884,Medio,Medio,Medio,Bajo,400.80300000000005,Medio
1448,3,1,1,0,1,324.764,353.674,288.375,0,1,1,1,-2.3133,Bajo,Medio,Bajo,Bajo,322.271,Bajo
1449,3,3,1,0,1,377.423,422.788,354.066,1,1,1,0,-2.0279,Medio,Medio,Medio,Medio,384.759,Medio
1450,3,3,0,0,1,348.003,451.876,361.103,0,1,0,2,-2.2262,Medio,Medio,Medio,Bajo,386.99399999999997,Medio
1451,5,5,0,1,1,412.494,394.04,510.509,1,1,1,2,1.0718,Medio,Medio,Alto,Alto,439.01433333333335,Medio
1452,3,3,0,0,1,316.022,247.126,337.507,0,1,1,0,-1.9156,Bajo,Bajo,Medio,Medio,300.2183333333333,Bajo
1453,3,4,0,1,1,386.876,408.66,424.753,0,1,1,1,0.3383,Medio,Medio,Medio,Alto,406.763,Medio
1454,2,4,0,0,0,389.472,410.905,416.351,0,1,0,1,-2.132,Medio,Medio,Medio,Medio,405.576,Medio
1455,5,5,0,1,1,435.093,438.353,433.266,1,1,1,2,0.4096,Medio,Medio,Medio,Alto,435.5706666666667,Medio
1456,3,4,0,0,0,382.61,411.692,360.633,1,1,1,1,-1.5239,Medio,Medio,Medio,Medio,384.9783333333333,Medio
1457,2,3,1,1,1,299.141,257.758,322.754,1,1,1,1,-2.1115,Bajo,Bajo,Medio,Medio,293.2176666666667,Bajo
1458,3,4,0,0,1,360.996,414.92,327.238,1,1,1,0,-1.2863,Medio,Medio,Medio,Medio,367.718,Medio
1459,5,4,0,0,1,396.56,352.586,393.552,1,1,0,2,0.5564,Medio,Medio,Medio,Alto,380.8993333333333,Medio
1460,2,1,0,0,0,324.291,319.805,366.751,0,1,0,0,-2.9518,Bajo,Medio,Medio,Bajo,336.949,Medio
1461,3,2,0,0,1,365.59,357.457,334.689,0,0,0,1,-1.3269,Medio,Medio,Medio,Medio,352.5786666666667,Medio
1462,3,5,1,0,0,249.591,252.607,301.17,1,1,0,1,-1.9959,Bajo,Bajo,Bajo,Medio,267.78933333333333,Bajo
1463,4,4,0,1,1,420.342,408.5,475.413,0,1,1,1,-1.0423,Medio,Medio,Medio,Medio,434.7516666666667,Medio
1464,4,3,1,0,1,429.234,450.472,489.744,0,1,0,3,-1.0451,Medio,Medio,Alto,Medio,456.4833333333333,Medio
1465,3,3,1,0,1,288.044,306.281,295.327,1,1,1,0,-2.3585,Bajo,Bajo,Bajo,Bajo,296.5506666666667,Bajo
1466,2,0,0,1,1,343.318,315.806,364.609,1,1,1,1,-2.5953,Medio,Bajo,Medio,Bajo,341.2443333333333,Medio
1467,0,0,0,0,1,299.0,364.442,409.015,1,1,0,1,-0.4701,Bajo,Medio,Medio,Medio,357.48566666666665,Medio
1468,2,0,0,0,0,319.803,335.029,351.317,0,1,0,1,-3.2375,Bajo,Medio,Medio,Bajo,335.383,Medio
1469,5,4,0,0,1,479.36,503.248,459.043,0,1,1,2,0.2681,Medio,Alto,Medio,Alto,480.5503333333333,Alto
1470,4,4,0,1,1,368.093,379.877,389.79,0,1,1,2,-0.6338,Medio,Medio,Medio,Medio,379.25333333333333,Medio
1471,4,3,1,0,1,349.029,344.002,325.214,1,1,1,2,-0.0163,Medio,Medio,Medio,Alto,339.41499999999996,Medio
1472,3,3,0,0,1,435.135,468.501,414.331,0,1,0,1,-1.6245,Medio,Medio,Medio,Medio,439.32233333333335,Medio
1473,5,4,1,0,1,489.336,550.475,517.985,1,1,1,1,-0.4662,Medio,Alto,Alto,Medio,519.2653333333334,Alto
1474,3,4,1,0,1,490.397,512.137,439.823,1,1,1,1,-0.2834,Medio,Alto,Medio,Medio,480.78566666666666,Alto
1475,4,3,0,0,1,391.91,435.49,410.129,1,1,0,3,-1.0973,Medio,Medio,Medio,Medio,412.50966666666665,Medio
1476,3,3,1,0,0,388.671,381.027,359.953,1,1,0,3,-2.3489,Medio,Medio,Medio,Bajo,376.5503333333333,Medio
1477,3,3,1,1,0,442.174,386.247,428.314,0,1,0,0,-2.4738,Medio,Medio,Medio,Bajo,418.9116666666667,Medio
1478,4,5,0,1,1,513.701,582.169,555.805,1,1,1,2,0.0245,Alto,Alto,Alto,Alto,550.5583333333333,Alto
1479,5,4,1,1,1,500.0,438.518,492.859,1,1,1,4,0.7836,Alto,Medio,Alto,Alto,477.12566666666663,Medio
1480,4,5,0,0,1,408.574,462.854,455.473,1,1,1,1,-0.3736,Medio,Medio,Medio,Medio,442.30033333333336,Medio
1481,0,0,0,0,0,354.963,310.345,386.689,1,1,1,1,-0.99105,Medio,Bajo,Medio,Medio,350.6656666666667,Medio
1482,5,3,0,0,1,342.263,425.984,409.688,0,1,0,1,0.8596,Medio,Medio,Medio,Alto,392.645,Medio
1483,3,1,0,1,1,358.244,368.743,354.503,0,1,0,2,-2.4604,Medio,Medio,Medio,Bajo,360.49666666666667,Medio
1484,4,4,0,0,0,319.238,290.673,327.865,0,1,0,1,-2.1658,Bajo,Bajo,Medio,Medio,312.59200000000004,Bajo
1485,1,2,1,0,1,275.562,282.066,270.221,1,1,0,1,-2.8341,Bajo,Bajo,Bajo,Bajo,275.94966666666664,Bajo
1486,4,4,1,0,1,269.367,361.277,308.63,0,1,0,0,-1.2682,Bajo,Medio,Bajo,Medio,313.09133333333335,Bajo
1487,3,4,0,0,1,346.603,332.023,420.305,1,1,1,3,0.9971,Medio,Medio,Medio,Alto,366.31033333333335,Medio
1488,4,3,0,0,1,284.38,320.531,334.443,1,1,1,2,0.3215,Bajo,Medio,Medio,Alto,313.118,Bajo
1489,4,4,1,0,1,452.831,490.488,459.968,1,1,1,1,-0.6761,Medio,Medio,Medio,Medio,467.76233333333334,Medio
1490,4,4,0,0,1,423.396,443.384,472.922,0,1,1,2,-0.2183,Medio,Medio,Medio,Medio,446.56733333333335,Medio
1491,3,5,1,0,1,557.643,571.337,597.968,0,1,1,3,-0.544,Alto,Alto,Alto,Medio,575.6493333333333,Alto
1492,5,5,1,0,1,374.769,353.748,412.908,1,1,1,2,1.3397,Medio,Medio,Medio,Alto,380.4750000000001,Medio
1493,5,4,0,0,1,519.435,531.06,484.43,0,1,1,1,-0.4916,Alto,Alto,Medio,Medio,511.64166666666665,Alto
1494,3,4,1,0,1,369.523,444.09,367.285,1,1,0,3,-0.756,Medio,Medio,Medio,Medio,393.6326666666667,Medio
1495,4,4,0,0,1,445.031,467.435,500.752,1,1,1,2,-0.2215,Medio,Medio,Alto,Medio,471.0726666666667,Medio
1496,1,3,0,0,1,295.349,275.351,341.36,1,1,1,0,-2.3888,Bajo,Bajo,Medio,Bajo,304.02000000000004,Bajo
1497,3,3,0,0,1,467.457,494.317,501.016,0,1,0,1,-2.109,Medio,Medio,Alto,Medio,487.59666666666664,Alto
1498,2,3,0,0,1,353.119,364.303,309.999,1,1,1,6,-0.9283,Medio,Medio,Medio,Medio,342.4736666666667,Medio
1499,3,1,0,0,0,454.605,451.986,408.31,1,1,0,1,-2.6333,Medio,Medio,Medio,Bajo,438.30033333333336,Medio
1500,5,5,0,0,1,526.44,530.27,561.136,1,1,1,4,1.3656,Alto,Alto,Alto,Alto,539.282,Alto
1501,3,5,1,0,1,448.725,466.375,401.822,1,1,1,2,0.1417,Medio,Medio,Medio,Alto,438.974,Medio
1502,4,3,0,0,1,431.067,331.343,406.948,0,1,0,3,-1.4418,Medio,Medio,Medio,Medio,389.78600000000006,Medio
1503,4,4,0,1,1,470.906,485.0,503.436,0,1,0,2,-0.7044,Medio,Medio,Alto,Medio,486.4473333333333,Alto
1504,4,5,0,1,1,339.804,401.614,444.87,1,1,0,3,-0.2568,Medio,Medio,Medio,Medio,395.4293333333333,Medio
1505,3,3,1,1,1,300.237,328.671,315.923,1,1,0,1,-0.8795,Bajo,Medio,Medio,Medio,314.9436666666667,Bajo
1506,4,5,0,1,1,493.721,521.507,553.161,0,1,1,2,-0.0284,Medio,Alto,Alto,Alto,522.7963333333333,Alto
1507,3,2,1,0,1,300.747,423.532,349.065,1,1,1,0,-2.0506,Bajo,Medio,Medio,Medio,357.78133333333335,Medio
1508,3,4,0,0,1,456.718,490.744,481.26,0,1,1,0,-1.5501,Medio,Medio,Medio,Medio,476.24066666666664,Medio
1509,5,5,1,0,1,462.204,512.304,500.317,1,1,1,1,-0.0524,Medio,Alto,Alto,Alto,491.60833333333335,Alto
1510,4,4,0,0,1,389.077,302.201,342.871,0,1,1,0,-1.5714,Medio,Bajo,Medio,Medio,344.7163333333333,Medio
1511,3,3,1,0,1,463.968,473.396,477.294,0,1,1,0,-2.2359,Medio,Medio,Medio,Bajo,471.55266666666665,Medio
1512,3,1,0,0,0,234.272,298.022,354.698,1,0,1,1,-2.2174,Bajo,Bajo,Medio,Bajo,295.664,Bajo
1513,2,2,0,0,0,348.965,358.063,385.843,0,1,0,1,-3.0999,Medio,Medio,Medio,Bajo,364.29033333333336,Medio
1514,5,5,1,0,1,427.457,503.98,437.716,0,1,1,3,0.5504,Medio,Alto,Medio,Alto,456.38433333333336,Medio
1515,5,5,0,1,1,460.021,506.745,521.08,1,1,1,2,0.8153,Medio,Alto,Alto,Alto,495.94866666666667,Alto
1516,4,4,1,0,1,373.296,305.623,374.483,0,1,0,1,-1.3965,Medio,Bajo,Medio,Medio,351.134,Medio
1517,5,5,0,1,1,381.784,515.541,424.595,1,1,1,3,1.3921,Medio,Alto,Medio,Alto,440.64000000000004,Medio
1518,4,4,1,1,1,385.837,427.424,427.175,1,1,1,1,-0.8074,Medio,Medio,Medio,Medio,413.47866666666664,Medio
1519,3,3,0,0,1,305.585,317.58,318.669,1,1,1,0,-2.3958,Bajo,Medio,Medio,Bajo,313.94466666666665,Bajo
1520,3,3,0,1,1,376.286,391.657,392.214,1,1,1,0,-2.0041,Medio,Medio,Medio,Medio,386.719,Medio
1521,4,4,1,0,0,361.994,408.31,369.54,0,1,1,0,-0.3752,Medio,Medio,Medio,Medio,379.94800000000004,Medio
1522,1,1,1,0,0,346.525,390.739,356.801,0,1,0,0,-3.3862,Medio,Medio,Medio,Bajo,364.6883333333333,Medio
1523,3,4,0,0,1,342.691,325.968,377.518,1,1,1,0,-0.9466,Medio,Medio,Medio,Medio,348.72566666666665,Medio
1524,3,3,1,0,1,337.232,322.198,348.632,1,1,1,1,-1.6504,Medio,Medio,Medio,Medio,336.0206666666667,Medio
