id_alumno,educacion_madre,educacion_padre,genero,computadora,internet,matematicas,comprension_lectora,ciencias,cuarto_propio,television,auto,libros,indice_socioeconomico
1816,secundaria,bachillerato,0,0,1,377.116,389.576,415.776,1,1,1,1,-0.7916
1817,bachillerato tecnico,bachillerato,1,1,1,389.157,426.828,467.175,1,1,1,1,0.3454
1818,secundaria,bachillerato tecnico,0,0,1,380.679,345.29,416.684,1,1,1,2,0.3956
1819,bachillerato,bachillerato,0,0,1,474.515,500.995,465.652,1,1,1,0,0.1323
1820,bachillerato,bachillerato,1,0,1,332.147,304.006,345.992,1,1,1,1,-1.2893
1821,bachillerato,bachillerato,0,0,1,493.966,489.349,504.449,0,1,0,2,-1.3918
1822,bachillerato,secundaria,1,0,1,479.789,515.589,450.22,1,1,1,1,0.5013
1823,bachillerato tecnico,bachillerato tecnico,1,1,1,385.732,484.848,411.164,0,1,1,2,1.2106
1824,secundaria,secundaria,1,0,1,388.882,513.876,444.646,1,1,1,0,-1.6416
1825,bachillerato,bachillerato tecnico,0,1,1,416.445,409.97,435.959,1,1,1,3,0.952
1826,secundaria,secundaria,0,0,1,351.443,314.15,401.846,0,1,0,1,-2.2231
1827,secundaria,secundaria,1,0,1,383.994,498.296,404.913,1,1,1,0,-1.0821
1828,bachillerato tecnico,bachillerato tecnico,0,1,1,426.689,494.038,501.983,1,1,1,3,1.1286
1829,bachillerato,bachillerato,1,0,1,347.857,369.775,335.55,1,1,1,1,-0.8869
1830,bachillerato tecnico,bachillerato,1,0,1,488.097,466.743,472.683,1,1,1,2,0.8261
1831,secundaria,bachillerato,0,1,1,444.719,484.298,489.51,1,1,1,1,1.2341
1832,primaria,bachillerato,1,0,1,360.197,321.894,414.462,0,1,1,2,-1.4913
1833,bachillerato,secundaria,0,0,0,304.42,383.239,334.504,1,1,1,0,-2.2286
1834,bachillerato tecnico,bachillerato,0,1,1,473.082,402.789,465.381,1,1,1,3,0.0881
1835,bachillerato,bachillerato tecnico,1,1,1,398.406,409.708,321.459,1,1,1,1,-0.0758
1836,bachillerato,bachillerato,0,1,1,399.941,410.054,360.913,0,1,0,2,-0.4262
1837,secundaria,bachillerato,0,0,0,496.609,481.723,497.264,0,1,1,3,-1.4555
1838,bachillerato,bachillerato tecnico,1,0,1,295.493,284.066,347.482,0,1,0,1,-1.5937
1839,secundaria,menos que primaria,1,0,1,311.803,342.752,364.755,1,1,0,0,-2.482
1840,bachillerato,bachillerato,1,0,1,343.053,426.468,459.773,0,1,1,1,-0.4172
1841,primaria,primaria,1,0,1,389.631,441.688,385.707,1,1,1,1,-2.4519
1842,bachillerato,secundaria,1,0,1,376.687,391.283,335.316,1,1,1,1,-1.3255
1843,bachillerato,secundaria,1,0,0,384.64,405.299,441.125,1,1,1,3,-1.2012
1844,primaria,primaria,0,0,1,281.391,258.982,254.927,1,1,0,1,-1.3646
1845,bachillerato,bachillerato,0,0,1,509.404,547.72,485.331,0,1,1,1,0.2629
1846,secundaria,secundaria,1,0,1,408.899,485.471,443.16,0,0,0,2,-1.3059
1847,bachillerato,bachillerato,1,1,1,400.86,461.161,445.936,0,1,1,3,0.6754
1848,bachillerato,sin informacion,1,0,1,397.436,413.989,437.628,1,1,1,0,0.0596
1849,bachillerato tecnico,sin informacion,0,1,1,246.746,204.151,305.458,0,1,1,1,-0.8494
1850,bachillerato,bachillerato,0,0,1,310.135,357.582,358.645,0,1,1,0,-0.8766
1851,bachillerato tecnico,secundaria,0,0,1,397.824,394.93,324.075,1,1,1,2,-1.2221
1852,primaria,bachillerato,0,0,1,451.562,418.912,501.348,0,1,1,1,-1.4619
1853,bachillerato,secundaria,0,1,1,396.057,332.874,328.736,0,1,1,1,-1.0849
1854,primaria,bachillerato,1,0,1,358.232,362.791,342.457,1,1,0,1,-1.901
1855,bachillerato,bachillerato,0,1,1,376.732,377.297,396.044,0,1,1,1,-0.0644
1856,secundaria,secundaria,1,0,1,366.896,397.265,375.969,0,1,0,0,-2.2319
1857,bachillerato tecnico,bachillerato tecnico,1,0,1,354.91,332.669,420.157,1,1,1,1,-0.267
1858,bachillerato tecnico,primaria,1,0,0,465.66,458.412,400.102,0,1,0,1,-2.0928
1859,menos que primaria,bachillerato,1,0,1,339.757,401.056,343.528,1,1,1,1,-1.2763
1860,bachillerato,bachillerato,0,1,1,504.81,511.854,524.656,1,1,1,1,0.5027
1861,primaria,bachillerato,1,0,1,283.946,180.285,330.675,1,1,0,1,-1.9138
1862,primaria,secundaria,1,0,1,324.635,390.918,336.817,0,1,1,2,-2.4256
1863,secundaria,sin informacion,1,0,1,415.717,401.784,456.03,1,1,1,3,0.6318
1864,bachillerato tecnico,bachillerato,0,0,1,400.315,456.881,428.797,0,1,1,2,0.1653
1865,secundaria,secundaria,0,1,1,300.479,351.923,329.008,1,1,0,0,-1.0341
1866,bachillerato,bachillerato,0,0,1,455.725,442.221,526.12,1,1,1,1,-0.4672
1867,secundaria,bachillerato,1,0,1,458.097,448.358,406.669,0,0,1,1,-1.8137
1868,secundaria,primaria,0,0,0,347.461,282.452,312.78,1,1,0,2,-1.7108
1869,secundaria,secundaria,0,0,1,329.917,257.607,318.655,1,1,0,2,-2.2806
1870,primaria,bachillerato,0,1,1,335.853,282.012,325.305,1,1,1,2,-0.1181
1871,bachillerato,bachillerato,1,1,1,405.615,480.532,449.94,0,1,1,1,-1.436
1872,bachillerato tecnico,bachillerato,1,1,1,444.261,492.244,434.278,1,1,0,4,0.058
1873,primaria,menos que primaria,1,0,0,356.655,369.946,398.23,0,1,0,2,-3.2977
1874,bachillerato tecnico,bachillerato tecnico,0,1,1,610.495,646.765,635.806,1,1,1,6,1.4414
1875,bachillerato,bachillerato tecnico,1,0,1,435.177,453.346,407.302,0,1,1,2,-0.3875
1876,bachillerato,bachillerato,0,0,1,426.006,462.869,477.636,1,1,1,2,0.8479
1877,bachillerato tecnico,sin informacion,1,1,1,422.686,437.113,463.379,1,1,1,2,0.6367
1878,sin informacion,sin informacion,1,0,0,313.611,331.225,383.924,1,1,1,1,-0.99105
1879,bachillerato,primaria,1,0,0,374.822,414.22,449.399,0,1,0,1,-1.859
1880,bachillerato,bachillerato tecnico,1,0,1,360.502,468.731,412.6,0,1,1,4,-0.7061
1881,bachillerato,primaria,1,0,1,378.765,415.545,404.194,0,1,0,1,-1.6441
1882,bachillerato,secundaria,0,1,1,492.735,577.896,500.311,1,1,1,2,-0.346
1883,primaria,primaria,0,1,1,381.97,428.151,460.572,0,1,1,0,-1.224
1884,bachillerato tecnico,bachillerato tecnico,1,1,1,535.863,573.714,547.31,1,1,1,6,0.6601
1885,secundaria,bachillerato,1,1,1,352.331,430.248,393.81,0,1,1,1,-1.1986
1886,secundaria,secundaria,0,0,0,327.587,310.491,282.528,0,1,0,1,-2.2969
1887,secundaria,secundaria,1,0,0,341.891,426.111,364.441,0,1,0,1,-2.2969
1888,secundaria,menos que primaria,1,0,1,337.288,323.16,369.486,0,1,0,1,-2.3462
1889,bachillerato,bachillerato,1,0,1,344.558,478.147,384.64,1,1,0,1,-0.7158
1890,bachillerato,sin informacion,1,0,1,310.07,426.226,340.971,0,1,0,2,-2.1041
1891,secundaria,bachillerato,0,0,1,412.909,417.674,409.975,1,1,1,0,-1.4715
1892,secundaria,secundaria,0,1,1,293.538,274.395,333.323,0,1,0,1,-1.7877
1893,bachillerato tecnico,sin informacion,1,0,1,422.531,528.933,458.11,1,1,0,1,-0.8775
1894,primaria,primaria,0,0,1,403.364,401.732,377.762,1,1,1,1,-1.5401
1895,bachillerato,secundaria,0,0,1,470.166,467.627,430.662,1,1,1,0,-1.4094
1896,secundaria,primaria,0,0,1,296.854,346.475,343.061,0,1,0,0,-2.4307
1897,bachillerato,bachillerato,1,1,1,547.943,591.324,496.207,0,1,0,3,-0.2898
1898,bachillerato,bachillerato,0,1,1,541.398,474.594,480.186,1,1,1,2,-0.367
1899,secundaria,primaria,1,0,1,333.239,299.553,366.277,0,1,0,1,-2.0131
1900,bachillerato,bachillerato,0,1,1,471.656,418.796,461.608,1,1,1,3,0.6212
1901,bachillerato,menos que primaria,1,0,1,388.419,373.814,375.567,1,1,1,0,-1.9038
1902,primaria,primaria,1,0,1,326.632,347.57,336.187,0,1,1,1,-2.2957
1903,secundaria,bachillerato,0,0,1,327.092,317.095,269.171,0,1,1,2,-1.074
1904,secundaria,secundaria,0,0,0,379.238,437.475,435.114,1,1,0,0,-2.708
1905,secundaria,secundaria,0,0,0,357.955,398.324,386.791,1,1,1,1,-2.1752
1906,menos que primaria,primaria,0,0,0,315.137,261.373,339.408,1,0,0,1,-2.8086
1907,sin informacion,secundaria,0,1,1,372.965,438.979,408.188,1,1,1,1,-1.3007
1908,secundaria,bachillerato,0,0,1,399.186,375.881,420.461,1,1,1,2,-1.7387
1909,primaria,primaria,0,0,1,405.477,436.288,441.278,1,1,0,1,-2.3896
1910,secundaria,sin informacion,1,1,1,448.05,470.269,453.38,0,1,1,1,-2.1568
1911,secundaria,secundaria,0,0,1,393.632,373.269,401.85,0,0,0,0,-2.0972
1912,secundaria,bachillerato tecnico,0,1,1,475.027,497.996,480.546,0,1,1,0,-1.5703
1913,secundaria,bachillerato tecnico,0,1,1,399.949,407.328,401.95,1,1,0,0,-0.1029
1914,bachillerato,bachillerato,1,0,1,525.902,602.195,489.303,1,1,1,1,0.6897
1915,primaria,primaria,1,0,1,358.169,334.168,397.635,1,1,1,1,-2.8467
1916,bachillerato,bachillerato,0,0,1,489.147,510.025,525.843,1,1,1,1,0.37
1917,bachillerato,secundaria,0,0,1,399.163,431.628,452.635,0,1,0,1,-0.7929
1918,bachillerato,secundaria,0,0,1,403.435,421.239,470.558,1,1,1,2,-0.7621
1919,bachillerato,bachillerato tecnico,0,0,1,324.471,309.059,350.196,0,1,1,1,-1.1668
1920,bachillerato,bachillerato,0,0,1,427.22,469.855,443.376,1,1,1,1,-1.6651
1921,secundaria,primaria,0,1,1,440.764,401.536,428.56,1,1,0,1,-1.8078
1922,bachillerato,sin informacion,0,0,1,521.628,495.702,507.632,0,1,1,2,-0.7446
1923,primaria,primaria,0,0,1,374.607,343.282,344.716,1,1,1,0,-2.7362
1924,bachillerato,sin informacion,1,0,1,459.757,458.0,453.464,1,1,0,2,0.1042
1925,secundaria,primaria,1,1,0,355.768,391.143,363.346,0,1,1,2,-2.1998
1926,bachillerato,bachillerato,0,1,1,431.28,505.439,432.327,0,1,1,4,1.2249
1927,secundaria,secundaria,1,0,0,331.984,426.905,327.681,0,1,0,2,-1.0402
1928,bachillerato tecnico,bachillerato tecnico,0,1,1,598.885,646.828,569.009,1,1,1,4,1.0905
1929,secundaria,bachillerato,1,0,1,325.762,381.4,336.786,1,1,1,3,-0.4029
1930,secundaria,primaria,1,0,1,410.626,369.639,426.557,0,1,0,1,-1.979
1931,secundaria,bachillerato tecnico,0,0,1,382.567,316.115,427.156,0,1,0,3,-1.3625
1932,bachillerato,bachillerato,1,1,1,363.847,404.212,427.831,0,1,1,2,-0.5161
1933,menos que primaria,primaria,0,0,0,406.986,376.148,401.843,0,1,0,1,-3.723
1934,secundaria,menos que primaria,0,0,1,488.644,458.292,454.765,0,0,1,2,-1.9694
1935,secundaria,bachillerato,0,0,1,493.12,499.401,547.892,0,1,1,0,-1.7766
1936,bachillerato,bachillerato,1,0,1,395.431,455.089,479.822,1,1,1,2,-0.5064
1937,bachillerato,secundaria,0,0,1,357.96,392.296,409.647,1,1,1,1,-1.5036
1938,secundaria,bachillerato,0,0,1,445.427,400.569,434.468,0,1,0,1,-1.8271
1939,bachillerato,secundaria,1,0,1,239.267,334.471,320.883,0,1,0,1,-0.9661
1940,bachillerato,secundaria,1,0,1,433.896,325.22,432.09,0,1,1,2,-1.0372
1941,secundaria,bachillerato tecnico,0,0,1,313.091,329.428,363.584,1,1,0,2,-0.7063
1942,bachillerato tecnico,bachillerato tecnico,0,0,1,434.24,447.763,432.178,1,1,1,4,0.0547
1943,bachillerato,bachillerato,1,1,1,459.235,442.579,448.803,0,1,1,1,-0.2939
1944,bachillerato,secundaria,1,0,1,317.313,453.721,372.198,0,1,1,3,0.3157
1945,primaria,primaria,1,0,0,351.439,335.092,310.71,1,1,0,1,-3.1702
1946,bachillerato,primaria,0,0,0,372.208,350.471,342.911,0,0,0,0,-2.6546
1947,primaria,primaria,1,0,0,329.392,319.931,305.664,0,1,1,4,-3.1234
1948,primaria,primaria,0,0,1,385.772,337.575,405.28,0,1,1,1,-2.8075
1949,bachillerato tecnico,bachillerato tecnico,1,1,1,462.761,476.459,469.916,0,1,1,3,0.8248
1950,bachillerato,bachillerato,1,0,1,372.065,433.078,392.478,1,1,1,2,0.1429
1951,bachillerato tecnico,bachillerato tecnico,1,1,1,427.04,503.705,472.144,0,1,0,1,-0.0051
1952,bachillerato,bachillerato,0,1,1,485.243,539.582,500.901,0,1,1,2,0.6603
1953,secundaria,bachillerato,0,0,1,364.589,400.48,394.533,0,1,1,1,-0.896
1954,primaria,secundaria,0,0,0,342.869,321.755,358.078,1,1,1,2,-1.904
1955,bachillerato,bachillerato,0,0,0,235.879,261.053,218.148,1,0,0,1,0.3038
1956,bachillerato,bachillerato,1,0,1,426.832,509.689,464.974,1,1,0,1,-0.0817
1957,bachillerato,bachillerato,1,0,1,467.995,527.074,523.089,0,0,0,6,0.2529
1958,bachillerato tecnico,bachillerato tecnico,1,0,1,385.373,473.339,346.448,1,1,1,3,0.973
1959,secundaria,primaria,1,0,1,461.87,427.752,448.576,0,1,0,2,-1.8587
1960,secundaria,secundaria,0,0,1,354.906,371.473,463.538,0,1,0,0,-2.5262
1961,bachillerato,menos que primaria,0,0,1,337.509,292.416,362.747,0,1,0,0,-1.7842
1962,bachillerato,secundaria,0,1,1,356.62,345.85,376.17,1,1,1,3,-1.0277
1963,bachillerato tecnico,bachillerato tecnico,0,1,1,270.96,310.504,377.103,1,1,1,3,1.6436
1964,bachillerato tecnico,sin informacion,0,0,1,372.641,403.328,374.594,1,1,1,0,0.2657
1965,bachillerato,bachillerato,1,0,1,400.592,435.58,425.373,0,1,0,1,-1.4116
1966,bachillerato tecnico,sin informacion,0,1,1,569.783,518.909,587.429,0,1,0,1,0.0123
1967,secundaria,bachillerato tecnico,1,1,1,431.352,421.635,480.573,0,1,1,0,-1.2686
1968,bachillerato tecnico,secundaria,1,1,1,460.626,469.68,474.522,1,1,1,6,1.7427
1969,secundaria,bachillerato,0,1,1,404.912,421.554,427.338,1,1,0,2,-0.887
1970,bachillerato tecnico,bachillerato tecnico,1,1,1,347.238,408.276,402.079,1,1,1,2,1.0205
1971,menos que primaria,primaria,0,0,1,396.305,388.23,475.108,1,1,1,2,-2.9754
1972,primaria,secundaria,1,0,1,502.341,487.613,499.678,1,1,1,3,-1.1265
1973,bachillerato,secundaria,0,1,1,394.26,441.106,404.32,0,1,0,1,-1.0726
1974,bachillerato tecnico,bachillerato,0,0,1,392.026,426.76,440.83,0,1,0,0,-1.0108
1975,secundaria,secundaria,0,0,1,383.914,471.645,442.545,1,1,1,0,-2.1946
1976,bachillerato tecnico,bachillerato,0,1,0,368.97,303.61,338.177,0,1,0,1,-1.283
1977,secundaria,sin informacion,0,1,1,390.086,349.221,405.887,1,1,0,1,-2.1516
1978,primaria,menos que primaria,1,1,1,488.855,506.998,490.765,1,1,1,2,-1.8561
1979,menos que primaria,primaria,0,0,0,314.145,263.137,352.8,1,1,1,2,-2.6333
1980,secundaria,bachillerato tecnico,0,0,1,355.067,403.445,368.745,0,0,1,1,-1.9587
1981,bachillerato tecnico,bachillerato tecnico,1,1,1,463.819,543.495,505.034,1,1,1,3,0.2017
1982,sin informacion,secundaria,0,0,0,457.285,405.628,506.892,1,1,1,1,-2.5873
1983,bachillerato tecnico,bachillerato,1,0,1,432.919,502.868,404.458,1,1,1,1,-0.4244
1984,bachillerato,bachillerato,1,1,1,520.808,577.12,572.37,1,1,1,3,-0.2134
1985,secundaria,primaria,0,0,1,392.288,424.924,457.872,0,1,0,1,-2.1362
1986,secundaria,menos que primaria,0,0,1,460.821,515.507,503.408,0,1,0,2,-1.825
1987,secundaria,sin informacion,1,0,1,318.08,348.456,324.426,1,1,1,1,-1.8985
1988,bachillerato,bachillerato,0,0,1,422.891,401.622,419.395,1,1,0,2,-1.7951
1989,secundaria,secundaria,0,0,1,295.068,351.016,316.701,1,1,1,0,-2.0916
1990,bachillerato tecnico,secundaria,1,0,1,426.437,483.765,404.278,0,1,1,3,0.1671
1991,primaria,secundaria,0,0,0,343.855,323.695,381.072,0,1,0,1,-2.2834
1992,bachillerato tecnico,bachillerato tecnico,0,0,1,379.996,372.827,399.945,1,1,1,0,-0.3278
1993,secundaria,bachillerato,0,1,1,481.611,480.339,564.635,0,1,1,2,0.7444
1994,secundaria,bachillerato,0,0,0,323.746,272.232,278.196,1,1,0,1,-1.9091
1995,bachillerato,bachillerato,0,0,1,402.96,393.637,415.954,0,1,1,2,-0.8969
1996,secundaria,bachillerato,1,0,1,470.495,524.184,403.733,0,1,1,1,-1.3823
1997,secundaria,secundaria,1,1,1,262.08,314.371,270.107,1,1,1,1,0.067
1998,bachillerato,bachillerato,1,0,1,412.477,375.244,408.012,1,1,1,6,-0.5654
1999,bachillerato tecnico,secundaria,0,0,1,376.283,430.341,423.6,1,1,0,3,0.0679
2000,bachillerato tecnico,bachillerato tecnico,0,1,1,401.143,402.854,442.901,1,1,1,1,0.8479
2001,secundaria,secundaria,0,0,1,459.739,503.721,442.19,0,1,1,1,-2.048
2002,secundaria,primaria,1,1,1,435.932,430.699,377.133,0,1,0,1,-1.7981
2003,menos que primaria,primaria,1,0,1,342.556,305.306,310.557,0,1,0,2,-2.753
2004,bachillerato,bachillerato,1,0,1,380.847,400.307,420.182,1,1,0,1,-1.6637
2005,bachillerato,bachillerato,1,1,1,289.747,290.785,344.739,0,1,1,1,-1.142
2006,secundaria,secundaria,0,0,1,438.654,427.831,480.807,0,1,1,1,-1.3814
2007,secundaria,menos que primaria,0,0,0,389.135,365.67,412.438,1,1,0,0,-2.9953
2008,bachillerato tecnico,bachillerato tecnico,0,1,1,370.131,359.247,394.711,1,1,1,1,0.3017
2009,bachillerato,bachillerato,0,1,1,472.471,454.663,426.125,1,1,1,1,-0.942
2010,secundaria,secundaria,1,0,1,362.229,387.955,355.394,0,1,1,1,-2.4494
2011,primaria,menos que primaria,1,0,1,370.191,337.119,323.333,1,1,1,2,-1.8856
2012,primaria,secundaria,0,1,1,286.654,258.31,283.007,1,1,1,1,-1.5928
2013,secundaria,menos que primaria,0,0,1,501.046,527.614,495.519,0,1,0,0,-0.9631
2014,secundaria,primaria,1,0,1,401.09,424.93,430.737,0,1,0,0,-1.2292
2015,secundaria,secundaria,0,0,1,397.047,377.247,396.939,1,1,0,0,-1.7745
2016,bachillerato tecnico,secundaria,1,0,0,408.24,471.113,477.841,1,1,0,2,-0.198
2017,secundaria,primaria,1,0,1,294.57,419.749,265.031,0,1,0,3,-0.2285
2018,bachillerato,secundaria,1,0,1,450.517,498.261,498.798,0,1,1,1,-1.3454
2019,bachillerato,secundaria,1,0,1,379.537,365.945,384.32,0,1,0,1,-2.0866
2020,bachillerato,secundaria,0,1,1,352.88,367.75,433.518,0,1,1,1,0.5476
2021,secundaria,secundaria,0,0,1,444.361,383.686,479.4,1,1,1,3,-0.3162
2022,secundaria,secundaria,1,0,0,327.975,377.347,368.381,1,1,0,1,-2.077
2023,primaria,menos que primaria,1,0,1,471.394,507.213,516.374,0,1,1,1,-2.8122
2024,bachillerato tecnico,bachillerato tecnico,0,1,1,580.822,552.898,581.808,1,1,1,3,0.7351
2025,bachillerato tecnico,bachillerato,0,1,1,269.032,319.87,274.705,1,0,1,3,-0.0125
2026,bachillerato tecnico,bachillerato tecnico,1,0,1,277.722,340.988,290.846,1,1,0,0,-1.3201
2027,menos que primaria,bachillerato,0,0,1,370.023,437.994,385.003,1,1,1,3,-0.8092
2028,bachillerato,bachillerato tecnico,0,1,1,486.008,563.92,591.68,1,1,1,3,0.7228
2029,primaria,bachillerato tecnico,1,1,1,416.865,389.312,389.565,1,1,1,1,0.4119
2030,bachillerato,bachillerato,0,1,1,364.164,364.687,398.888,1,1,1,2,0.7269
2031,bachillerato,bachillerato,0,0,1,327.9,346.605,326.055,0,1,0,0,-0.7365
2032,secundaria,primaria,1,0,1,319.872,391.224,365.696,1,1,0,2,-0.7067
2033,bachillerato,bachillerato tecnico,0,0,1,438.676,455.448,458.646,1,1,1,3,0.8352
2034,secundaria,secundaria,1,0,1,356.554,441.868,381.993,0,1,1,2,-1.2001
2035,secundaria,secundaria,1,0,1,409.805,419.61,444.833,1,1,1,1,-1.9008
2036,menos que primaria,secundaria,1,0,1,339.365,383.265,370.631,0,1,0,3,-1.9917
2037,primaria,secundaria,1,0,0,310.188,312.466,366.274,0,1,0,0,-3.1958
2038,primaria,secundaria,0,0,0,390.394,401.471,338.745,1,1,0,1,-1.1142
2039,primaria,secundaria,1,0,1,413.356,446.567,468.827,1,1,1,2,-1.7187
2040,secundaria,secundaria,0,1,1,397.775,428.278,421.117,1,1,1,2,-0.0035
2041,bachillerato,secundaria,1,1,1,369.155,462.594,396.221,1,1,1,0,0.1182
2042,secundaria,bachillerato,0,1,1,461.171,463.292,441.202,1,1,1,1,-0.5353
2043,bachillerato tecnico,secundaria,1,1,1,453.101,521.891,422.776,1,1,1,3,0.9654
2044,bachillerato tecnico,bachillerato,0,0,1,474.757,406.311,476.495,1,1,0,2,-0.7574
2045,bachillerato,bachillerato,1,0,1,361.021,417.919,347.567,0,1,0,1,-1.042
2046,bachillerato,bachillerato,0,1,1,481.849,488.043,532.069,1,1,1,2,1.0181
2047,secundaria,secundaria,0,0,1,348.414,408.056,404.941,1,1,0,1,-2.6109
2048,primaria,secundaria,0,0,1,454.208,469.614,475.197,0,1,0,2,-1.9469
2049,bachillerato,secundaria,1,1,1,376.299,383.797,344.623,1,1,1,1,-0.6352
2050,secundaria,bachillerato,1,0,1,525.742,492.898,515.089,1,1,1,1,-1.3888
2051,primaria,bachillerato,0,0,1,392.153,422.24,402.493,0,1,0,4,-1.9425
2052,bachillerato tecnico,bachillerato tecnico,0,1,1,417.148,484.031,478.062,1,1,1,1,1.2799
2053,secundaria,secundaria,1,0,1,385.179,443.273,407.413,0,1,1,0,-2.2648
2054,bachillerato,sin informacion,1,1,1,390.453,471.839,481.509,0,1,0,0,-0.0529
2055,primaria,menos que primaria,0,0,1,456.237,487.118,468.941,1,1,0,0,-2.8076
2056,bachillerato,secundaria,1,0,1,361.779,369.374,334.438,0,1,1,1,0.0596
2057,bachillerato tecnico,bachillerato tecnico,0,1,1,396.366,354.719,418.817,1,1,0,3,0.8981
2058,bachillerato,bachillerato,0,0,1,393.038,373.654,357.113,1,1,0,2,-0.5345
2059,primaria,secundaria,0,0,0,312.608,353.931,283.728,0,1,1,3,-1.7448
2060,secundaria,secundaria,1,1,0,299.187,367.584,370.981,0,1,1,1,-2.1315
2061,secundaria,menos que primaria,1,1,0,420.93,406.938,429.355,1,1,0,0,-2.0478
2062,bachillerato,bachillerato,1,0,1,484.424,489.141,494.821,0,1,1,2,-1.35
2063,secundaria,primaria,1,1,1,361.976,328.312,352.846,0,1,1,3,-1.5112
2064,bachillerato,secundaria,1,0,1,406.212,395.668,384.752,1,0,0,3,-1.2568
2065,primaria,primaria,0,0,0,279.701,268.61,270.246,0,1,0,1,-2.9279
2066,primaria,primaria,1,1,1,383.154,375.294,400.481,1,1,1,2,-2.2437
2067,bachillerato,bachillerato,1,0,1,439.151,452.125,407.865,1,1,1,0,-0.8625
2068,secundaria,primaria,0,0,1,359.367,296.503,334.158,1,1,1,2,-1.195
2069,bachillerato,bachillerato,0,0,1,469.351,527.867,487.368,1,1,1,2,0.9819
2070,secundaria,primaria,0,0,1,409.098,421.988,449.257,0,1,1,1,-2.3693
2071,secundaria,bachillerato,1,1,1,411.706,490.976,394.414,1,1,1,3,-0.8042
2072,bachillerato,secundaria,0,0,0,351.453,378.252,389.402,0,0,0,1,-0.5604
2073,bachillerato,bachillerato,1,1,1,379.181,399.802,361.597,1,1,1,1,-1.5872
2074,bachillerato,bachillerato,1,1,1,420.252,462.731,468.411,1,1,1,2,0.7477
2075,bachillerato,bachillerato,1,1,1,474.275,409.305,517.733,1,1,1,1,-0.9177
2076,primaria,secundaria,1,0,0,369.918,420.475,430.987,0,1,0,1,-2.8925
2077,bachillerato tecnico,secundaria,0,0,1,342.87,372.914,300.545,0,1,1,0,-1.65
2078,bachillerato,bachillerato,0,1,1,499.356,456.265,507.241,0,1,1,3,-1.4651
2079,secundaria,secundaria,1,1,1,451.108,566.31,487.917,1,1,1,3,-0.0989
2080,bachillerato,bachillerato tecnico,1,1,1,491.182,563.009,555.101,1,1,1,3,1.3175
2081,secundaria,secundaria,0,1,1,472.271,449.119,424.7,1,1,1,1,-1.8944
2082,secundaria,secundaria,1,0,1,360.646,464.41,325.457,0,1,1,1,-2.0248
2083,primaria,secundaria,0,0,1,431.505,388.412,411.437,1,1,1,1,-2.2101
2084,secundaria,secundaria,1,0,1,350.703,441.071,396.303,1,1,1,1,-2.2053
2085,bachillerato tecnico,bachillerato tecnico,0,1,1,375.276,384.323,407.559,0,1,1,3,-0.1264
2086,bachillerato,bachillerato,0,1,1,467.863,434.557,411.765,0,1,1,1,-0.1749
2087,bachillerato,bachillerato,0,1,1,487.443,454.387,502.248,1,1,1,3,-0.343
2088,bachillerato,secundaria,0,1,1,308.549,334.465,322.362,0,1,0,0,-1.1841
2089,bachillerato tecnico,secundaria,0,0,1,458.688,390.28,476.404,1,1,1,3,0.6344
2090,bachillerato,secundaria,1,0,1,343.98,365.242,344.936,0,1,0,2,-1.4953
2091,secundaria,secundaria,1,0,1,417.989,407.556,427.498,0,1,0,0,-2.1838
2092,secundaria,primaria,1,1,1,331.029,310.567,332.466,0,1,1,0,-0.7865
2093,bachillerato,secundaria,0,0,1,433.172,433.741,495.556,1,1,1,1,-0.6294
2094,secundaria,secundaria,1,0,1,287.873,320.502,297.619,1,1,0,0,-2.105
2095,bachillerato,primaria,0,0,0,400.346,368.175,449.056,1,1,0,3,-1.4772
2096,bachillerato tecnico,bachillerato tecnico,1,1,1,431.094,441.093,424.848,1,1,1,2,0.9671
2097,secundaria,secundaria,0,0,0,461.931,447.965,473.736,0,1,1,1,-2.4528
2098,secundaria,secundaria,0,0,1,392.325,426.035,412.098,1,1,1,1,-0.7537
2099,bachillerato,secundaria,0,0,1,476.597,467.532,503.283,1,1,1,0,-1.2732
2100,primaria,primaria,0,0,0,329.603,359.501,378.527,0,1,1,2,-2.419
2101,secundaria,secundaria,0,0,1,326.842,340.279,349.52,1,1,1,1,-1.8427
2102,bachillerato tecnico,menos que primaria,0,0,1,435.034,495.064,463.558,1,1,0,2,-0.2253
2103,primaria,secundaria,1,0,1,379.124,428.522,383.202,1,1,1,3,0.4365
2104,secundaria,secundaria,0,0,1,420.223,466.871,470.416,1,1,1,1,-1.8773
2105,sin informacion,primaria,0,0,1,409.779,413.471,472.595,1,1,0,3,-2.3278
2106,menos que primaria,secundaria,1,1,1,333.594,369.454,356.495,1,1,1,1,-1.3868
2107,bachillerato,bachillerato,1,0,0,276.471,220.978,236.652,1,1,1,0,-1.6808
2108,bachillerato,bachillerato tecnico,1,1,1,453.182,509.49,500.636,0,1,1,2,-1.5368
2109,bachillerato,bachillerato,0,0,1,324.476,300.464,389.189,1,1,1,1,0.3204
2110,bachillerato tecnico,secundaria,0,1,1,341.198,402.87,375.306,1,1,1,1,-0.5521
2111,primaria,bachillerato,0,0,1,474.837,418.943,475.841,0,1,0,2,-1.2943
2112,bachillerato,secundaria,1,0,1,345.111,401.004,374.864,1,1,1,0,-0.7636
