educacion_madre,educacion_padre,genero,computadora,internet,matematicas,comprension_lectora,ciencias,cuarto_propio,television,auto,libros,indice_socioeconomico,matematicasCategoria,comprension_lectoraCategoria,cienciasCategoria,indice_socioeconomicoCategoria,rendimiento_general,rendimiento_general_categoria,id_alumno
4,4,1,0,1,459.961,548.122,502.89,0,1,1,2,-1.437,Medio,Alto,Alto,Bajo,503.658,Alto,3755
3,5,0,0,1,463.922,525.52,488.178,1,1,1,1,0.598,Medio,Alto,Alto,Alto,492.54,Alto,3756
3,5,1,1,1,485.79,546.786,547.055,0,1,0,3,0.386,Medio,Alto,Alto,Alto,526.544,Alto,3757
4,4,0,0,1,502.772,501.167,530.471,1,1,0,1,-0.308,Alto,Alto,Alto,Bajo,511.47,Alto,3758
4,4,1,0,1,515.869,558.597,541.929,0,1,1,3,1.003,Alto,Alto,Alto,Alto,538.798,Alto,3759
4,4,0,0,1,545.154,534.524,516.493,1,1,1,3,0.549,Alto,Alto,Alto,Alto,532.057,Alto,3760
3,3,0,0,1,515.294,589.743,554.616,0,1,1,1,-0.36,Alto,Alto,Alto,Medio,553.218,Alto,3761
3,3,0,0,0,518.525,543.576,532.777,0,1,0,1,-1.734,Alto,Alto,Alto,Bajo,531.626,Alto,3762
4,4,0,0,1,525.636,537.365,501.474,0,1,0,3,-0.236,Alto,Alto,Alto,Bajo,521.492,Alto,3763
3,4,1,0,1,510.933,518.346,486.548,0,1,0,1,-1.163,Alto,Alto,Medio,Medio,505.276,Alto,3764
2,3,0,1,0,474.65,497.414,479.333,0,1,0,1,-1.549,Medio,Alto,Medio,Medio,483.799,Alto,3765
2,3,0,0,1,465.429,500.519,514.099,0,1,0,1,-0.884,Medio,Alto,Alto,Bajo,493.349,Alto,3766
4,3,0,0,1,513.048,618.401,518.5,0,0,0,2,-0.382,Alto,Alto,Alto,Alto,549.983,Alto,3767
3,5,1,0,1,589.145,612.955,610.068,0,1,1,2,-0.092,Alto,Alto,Alto,Bajo,604.056,Alto,3768
4,5,1,0,1,476.495,530.836,456.686,1,1,1,1,-0.684,Medio,Alto,Medio,Bajo,488.006,Alto,3769
3,3,0,0,1,518.44,446.251,484.123,0,1,0,2,-1.115,Alto,Medio,Medio,Medio,482.938,Alto,3770
2,3,0,0,0,513.461,480.039,555.676,0,1,0,3,-1.766,Alto,Medio,Alto,Medio,516.392,Alto,3771
3,5,0,0,1,487.228,471.72,480.676,0,1,0,2,-0.479,Medio,Medio,Medio,Bajo,479.875,Alto,3772
4,4,0,0,1,567.592,625.73,582.578,0,1,1,1,-0.158,Alto,Alto,Alto,Medio,591.967,Alto,3773
1,4,0,0,1,587.408,558.36,540.31,0,1,1,3,0.886,Alto,Alto,Alto,Alto,562.026,Alto,3774
4,3,0,0,1,512.783,519.162,487.55,1,1,0,3,0.53,Alto,Alto,Alto,Alto,506.498,Alto,3775
4,4,0,0,1,462.543,517.075,467.453,1,1,1,1,0.444,Medio,Alto,Medio,Alto,482.357,Alto,3776
3,3,1,0,1,451.435,499.137,545.714,0,1,0,1,-0.016,Medio,Alto,Alto,Alto,498.762,Alto,3777
3,4,0,0,1,437.161,548.682,518.715,0,1,1,1,-0.084,Medio,Alto,Alto,Alto,501.519,Alto,3778
4,4,0,0,1,511.496,549.736,550.845,1,1,1,2,0.956,Alto,Alto,Alto,Alto,537.358,Alto,3779
3,4,0,0,1,442.651,484.195,511.209,0,1,1,0,-0.062,Medio,Medio,Alto,Alto,479.352,Alto,3780
4,3,1,0,1,476.299,585.006,492.997,1,1,0,1,0.116,Medio,Alto,Alto,Alto,518.101,Alto,3781
2,4,0,0,1,589.33,559.743,541.449,0,1,1,3,0.625,Alto,Alto,Alto,Alto,563.507,Alto,3782
4,4,1,1,1,458.562,552.452,530.256,0,1,0,2,0.704,Medio,Alto,Alto,Alto,513.757,Alto,3783
3,4,0,0,1,457.498,485.985,496.067,0,1,0,1,-0.315,Medio,Medio,Alto,Medio,479.85,Alto,3784
4,4,0,0,1,467.374,560.556,497.953,1,1,1,2,0.872,Medio,Alto,Alto,Alto,508.628,Alto,3785
4,4,0,0,1,464.806,495.542,499.6,1,1,1,2,-0.809,Medio,Bajo,Alto,Bajo,486.649,Alto,3786
2,3,0,0,1,497.746,451.226,524.212,1,1,1,1,-1.399,Alto,Medio,Alto,Bajo,491.061,Alto,3787
4,4,0,0,1,490.247,440.361,519.052,0,1,1,1,-1.285,Bajo,Medio,Alto,Bajo,483.22,Alto,3788
3,3,1,0,1,447.935,518.331,471.69,0,1,0,0,-0.887,Medio,Alto,Medio,Medio,479.319,Alto,3789
3,4,0,0,1,587.116,561.702,537.566,0,1,1,4,0.252,Alto,Alto,Alto,Alto,562.128,Alto,3790
4,4,0,1,1,498.11,533.978,489.796,0,1,1,3,0.652,Alto,Alto,Alto,Alto,507.295,Alto,3791
4,3,0,0,1,421.589,564.83,502.665,0,1,1,1,0.081,Medio,Alto,Alto,Bajo,496.362,Alto,3792
3,5,1,1,1,480.742,546.456,419.254,0,1,1,2,0.786,Medio,Alto,Medio,Alto,482.15,Alto,3793
5,5,0,0,1,570.722,654.499,564.764,1,1,1,2,0.813,Alto,Alto,Alto,Alto,596.661,Alto,3794
4,4,0,0,1,506.421,513.206,522.428,1,1,1,2,1.005,Alto,Alto,Alto,Alto,514.019,Alto,3795
5,4,0,0,1,491.939,486.507,501.074,1,1,1,1,0.462,Medio,Medio,Alto,Alto,493.173,Alto,3796
4,5,0,1,1,546.952,558.795,498.894,0,1,1,2,0.011,Alto,Alto,Alto,Alto,534.88,Alto,3797
4,4,0,0,1,537.857,607.696,554.055,0,1,1,2,0.968,Alto,Alto,Alto,Alto,566.536,Alto,3798
4,5,0,0,1,490.344,431.403,537.622,1,1,1,2,0.281,Medio,Medio,Alto,Alto,486.456,Alto,3799
5,4,0,0,1,492.529,486.156,501.306,1,1,1,1,0.659,Medio,Medio,Alto,Alto,493.33,Alto,3800
4,4,0,1,1,522.122,550.442,547.797,1,1,1,2,1.124,Alto,Alto,Alto,Alto,540.12,Alto,3801
3,5,1,0,1,545.614,595.556,582.315,0,1,1,3,0.84,Alto,Alto,Alto,Alto,574.495,Alto,3802
4,4,1,0,1,492.813,614.599,536.479,0,1,1,3,1.115,Alto,Alto,Alto,Alto,547.964,Alto,3803
2,5,0,0,1,485.786,502.579,524.897,1,1,1,2,-0.023,Medio,Alto,Alto,Bajo,504.42,Alto,3804
4,2,0,0,1,474.028,531.776,487.657,0,1,1,1,0.117,Medio,Alto,Alto,Alto,497.82,Alto,3805
4,3,0,0,1,428.445,527.683,504.273,0,1,0,4,0.185,Medio,Alto,Alto,Alto,486.8,Alto,3806
4,4,0,1,1,530.034,596.317,547.761,0,1,1,3,0.452,Alto,Alto,Alto,Alto,558.037,Alto,3807
4,4,0,0,1,533.38,560.223,532.382,1,1,0,2,-0.035,Alto,Alto,Alto,Bajo,541.995,Alto,3808
3,4,1,0,1,584.207,545.636,558.6,1,1,1,1,0.469,Alto,Alto,Alto,Alto,562.814,Alto,3809
2,3,0,0,0,463.447,525.448,526.195,0,0,0,1,-1.672,Medio,Alto,Alto,Medio,505.03,Alto,3810
4,5,0,0,1,500.753,591.696,520.032,1,1,1,3,0.7,Alto,Alto,Alto,Alto,537.493,Alto,3811
4,4,0,0,1,501.977,490.447,526.264,1,1,1,1,0.171,Alto,Medio,Alto,Alto,506.229,Alto,3812
4,5,0,1,1,545.709,555.972,500.59,0,1,1,1,0.07,Alto,Alto,Alto,Alto,534.09,Alto,3813
3,3,0,0,0,526.475,545.436,567.049,0,1,0,1,-1.276,Alto,Alto,Alto,Bajo,546.32,Alto,3814
3,4,0,0,1,482.37,484.467,504.254,0,1,1,2,0.156,Medio,Medio,Alto,Alto,490.364,Alto,3815
3,3,0,0,1,525.23,529.876,562.753,0,1,0,2,-0.457,Alto,Alto,Alto,Bajo,539.286,Alto,3816
4,4,1,1,1,431.542,534.393,493.984,1,1,1,4,0.739,Medio,Alto,Alto,Alto,486.64,Alto,3817
4,4,0,0,1,473.991,503.234,494.725,0,0,0,0,-1.387,Medio,Alto,Alto,Medio,490.65,Alto,3818
4,2,0,1,1,510.443,466.45,472.825,1,1,1,2,-0.639,Alto,Medio,Medio,Bajo,483.239,Alto,3819
4,5,0,1,1,571.195,623.593,582.894,1,1,1,1,0.059,Alto,Alto,Alto,Bajo,592.561,Alto,3820
3,4,0,0,1,453.339,554.556,493.508,0,1,1,3,0.263,Medio,Alto,Alto,Alto,500.468,Alto,3821
3,2,0,0,1,550.232,511.593,581.226,0,1,1,2,-1.209,Alto,Alto,Alto,Medio,547.684,Alto,3822
4,4,0,0,1,481.897,523.247,520.367,0,1,1,2,0.595,Medio,Alto,Alto,Alto,508.503,Alto,3823
4,0,1,1,1,531.081,617.289,610.226,0,1,1,3,-0.16,Alto,Alto,Alto,Bajo,586.198,Alto,3824
3,3,0,0,1,469.916,499.549,487.289,0,0,0,2,-0.7,Medio,Alto,Bajo,Medio,485.585,Alto,3825
3,2,0,0,1,447.109,519.72,507.052,1,1,1,3,0.046,Medio,Alto,Alto,Alto,491.294,Alto,3826
4,2,0,0,1,582.756,589.876,583.888,0,1,1,3,-1.691,Alto,Alto,Alto,Medio,585.507,Alto,3827
4,3,0,0,1,470.525,528.159,523.281,0,0,0,4,0.479,Medio,Alto,Alto,Alto,507.322,Alto,3828
4,3,1,1,1,497.035,535.913,498.238,0,1,0,2,-0.237,Alto,Alto,Alto,Bajo,510.395,Alto,3829
4,4,0,0,0,490.185,511.652,539.503,0,1,0,1,0.794,Medio,Alto,Alto,Alto,513.78,Alto,3830
2,1,0,0,1,531.617,542.341,497.33,0,0,0,0,-2.601,Alto,Alto,Alto,Bajo,523.763,Alto,3831
5,5,1,0,1,481.826,546.955,531.633,1,1,1,2,0.774,Medio,Alto,Alto,Alto,520.137,Alto,3832
4,3,1,0,1,451.686,498.635,504.637,0,1,1,2,-0.27,Medio,Alto,Alto,Alto,484.986,Alto,3833
4,4,1,0,0,462.664,569.148,542.644,0,1,0,1,-0.948,Medio,Alto,Alto,Bajo,524.819,Alto,3834
2,3,0,0,1,439.27,505.681,491.689,0,1,0,0,-1.674,Medio,Alto,Alto,Medio,478.88,Alto,3835
2,2,0,0,1,503.513,537.736,505.704,1,1,1,0,-2.093,Alto,Alto,Alto,Medio,515.651,Alto,3836
3,4,0,0,1,520.409,509.894,536.993,0,1,1,2,-0.789,Alto,Alto,Alto,Bajo,522.431,Alto,3837
4,2,1,0,1,525.82,569.928,518.226,1,1,1,1,-0.308,Alto,Alto,Alto,Alto,537.992,Alto,3838
3,4,0,1,1,453.144,527.745,487.198,1,1,1,2,-0.381,Medio,Alto,Bajo,Bajo,489.363,Alto,3839
5,5,0,0,1,590.09,533.583,552.265,1,1,1,3,0.631,Alto,Alto,Alto,Alto,558.646,Alto,3840
5,4,1,0,1,475.031,617.909,445.512,0,1,1,1,0.459,Medio,Alto,Medio,Alto,512.818,Alto,3841
3,3,0,0,1,470.486,495.056,502.475,0,1,0,1,-0.494,Medio,Medio,Alto,Alto,489.339,Alto,3842
3,4,0,0,1,513.385,523.739,487.965,0,1,0,2,-0.387,Alto,Alto,Bajo,Bajo,508.363,Alto,3843
4,4,0,0,1,534.395,542.424,531.034,0,1,1,3,1.118,Alto,Alto,Alto,Alto,535.951,Alto,3844
3,4,1,0,1,466.432,525.69,524.221,0,0,0,5,0.456,Medio,Alto,Alto,Alto,505.448,Alto,3845
3,2,0,0,1,479.364,468.225,557.445,1,1,0,2,-1.248,Medio,Medio,Alto,Alto,501.678,Alto,3846
3,3,1,1,1,439.408,551.282,493.416,0,1,0,2,0.897,Medio,Alto,Alto,Alto,494.702,Alto,3847
4,1,0,0,1,464.473,541.451,492.011,0,1,1,1,-1.266,Medio,Alto,Alto,Medio,499.312,Alto,3848
4,4,0,1,1,461.171,506.253,520.557,1,1,0,1,-0.14,Medio,Alto,Alto,Alto,495.994,Alto,3849
4,5,0,0,1,501.929,496.377,528.768,1,1,1,1,-0.141,Alto,Alto,Alto,Bajo,509.024,Alto,3850
3,5,0,0,1,476.845,516.97,492.886,0,1,1,1,-0.139,Medio,Alto,Alto,Bajo,495.567,Alto,3851
4,4,1,1,1,607.675,616.387,615.721,0,1,1,2,0.549,Alto,Alto,Alto,Alto,613.261,Alto,3852
4,4,0,0,1,463.701,504.648,524.159,0,1,1,1,-0.437,Medio,Alto,Alto,Alto,497.503,Alto,3853
3,3,0,0,1,517.262,520.027,557.162,1,1,1,1,-1.489,Alto,Alto,Alto,Medio,531.484,Alto,3854
4,3,0,0,1,504.829,515.137,524.543,1,1,0,2,0.318,Alto,Alto,Alto,Bajo,514.836,Alto,3855
4,4,0,0,1,491.694,504.757,470.131,0,1,1,0,-0.255,Bajo,Alto,Medio,Bajo,488.861,Alto,3856
4,4,1,1,1,590.654,619.225,560.048,0,1,1,3,0.808,Alto,Alto,Alto,Alto,589.975,Alto,3857
3,2,1,0,1,522.706,539.445,500.925,0,0,0,0,-2.356,Alto,Alto,Alto,Bajo,521.025,Alto,3858
4,4,0,0,1,539.661,537.245,530.616,0,1,1,4,0.543,Alto,Alto,Alto,Alto,535.841,Alto,3859
1,1,0,0,1,453.755,511.896,502.53,0,1,0,0,-3.034,Medio,Alto,Alto,Bajo,489.394,Alto,3860
3,2,1,0,1,438.609,538.493,461.806,0,1,0,0,-1.131,Medio,Alto,Medio,Bajo,479.636,Alto,3861
4,5,0,0,1,490.209,431.419,537.695,1,1,1,2,0.256,Medio,Medio,Alto,Alto,486.441,Alto,3862
4,4,0,1,1,486.257,499.997,498.805,0,1,1,2,0.354,Medio,Alto,Alto,Alto,495.02,Alto,3863
4,3,0,0,0,418.685,558.557,499.93,0,1,0,1,-0.606,Medio,Alto,Alto,Bajo,492.391,Alto,3864
4,4,0,1,1,558.115,645.08,599.898,1,1,1,3,1.012,Alto,Alto,Alto,Alto,601.031,Alto,3865
3,4,1,0,1,485.337,527.917,496.567,0,1,0,2,-0.248,Medio,Alto,Alto,Alto,503.273,Alto,3866
4,4,0,1,1,440.972,556.488,508.926,1,1,1,3,1.308,Medio,Alto,Alto,Alto,502.128,Alto,3867
4,4,1,0,1,468.367,491.148,486.706,1,1,1,1,0.899,Medio,Bajo,Medio,Alto,482.073,Alto,3868
3,3,0,1,1,475.463,518.289,492.315,0,1,0,0,-0.615,Medio,Alto,Alto,Bajo,495.355,Alto,3869
3,4,0,0,1,538.424,569.474,651.128,0,1,0,1,-1.216,Alto,Alto,Alto,Medio,586.342,Alto,3870
3,4,0,0,1,465.811,497.238,503.897,0,1,0,1,-0.639,Medio,Alto,Alto,Alto,488.982,Alto,3871
4,5,0,0,1,565.481,631.337,620.878,0,1,1,3,0.894,Alto,Alto,Alto,Alto,605.899,Alto,3872
3,1,0,0,1,449.819,509.844,492.604,1,1,0,1,-2.056,Medio,Alto,Alto,Bajo,484.089,Alto,3873
4,4,0,0,1,514.33,536.217,596.527,1,1,1,3,0.848,Alto,Alto,Alto,Alto,549.024,Alto,3874
3,4,1,0,0,487.312,544.307,499.974,0,1,0,2,0.265,Medio,Alto,Alto,Alto,510.531,Alto,3875
3,2,1,1,1,465.461,506.749,466.042,0,1,1,1,-1.334,Medio,Alto,Medio,Medio,479.417,Alto,3876
4,2,0,0,1,485.213,514.344,555.544,1,1,0,2,-0.124,Medio,Alto,Alto,Bajo,518.366,Alto,3877
4,4,1,0,1,497.81,610.173,513.526,1,1,1,2,0.542,Alto,Alto,Alto,Alto,540.503,Alto,3878
4,4,1,0,1,459.551,551.681,514.073,0,1,1,1,0.764,Medio,Alto,Alto,Alto,508.435,Alto,3879
3,2,1,0,1,466.803,525.404,527.777,0,0,0,1,-1.685,Medio,Alto,Alto,Bajo,506.661,Alto,3880
4,3,1,1,1,468.98,528.92,501.147,1,1,1,2,0.46,Medio,Alto,Alto,Alto,499.682,Alto,3881
4,3,0,0,1,420.835,562.696,514.895,0,1,1,1,-0.155,Medio,Alto,Alto,Medio,499.476,Alto,3882
3,4,0,0,1,456.167,487.106,498.894,0,1,0,1,-0.426,Medio,Medio,Alto,Medio,480.723,Alto,3883
4,3,0,1,1,485.897,596.309,455.565,0,1,1,1,0.825,Bajo,Alto,Medio,Alto,512.59,Alto,3884
3,3,0,0,1,481.74,536.743,444.012,0,1,0,2,-0.822,Medio,Alto,Medio,Medio,487.499,Alto,3885
3,4,0,1,1,566.187,555.503,539.011,0,1,0,1,-0.278,Alto,Alto,Alto,Bajo,553.567,Alto,3886
4,4,0,0,1,515.798,593.922,523.03,1,1,1,2,0.348,Alto,Alto,Alto,Bajo,544.25,Alto,3887
4,3,0,0,1,588.44,632.94,604.13,1,1,1,2,0.361,Alto,Alto,Alto,Alto,608.503,Alto,3888
3,4,0,0,1,468.637,513.276,469.779,1,1,0,1,-1.041,Medio,Alto,Medio,Medio,483.897,Alto,3889
4,3,0,0,1,451.001,497.084,498.425,0,1,1,1,-1.103,Medio,Alto,Alto,Bajo,482.17,Alto,3890
5,0,0,0,1,572.029,518.333,583.189,0,1,0,1,0.104,Alto,Alto,Alto,Alto,557.85,Alto,3891
4,4,0,0,1,472.666,477.847,511.978,1,1,1,2,-0.784,Medio,Medio,Alto,Bajo,487.497,Alto,3892
3,4,0,1,1,526.08,574.152,572.872,1,1,1,1,-0.963,Alto,Alto,Alto,Medio,557.702,Alto,3893
4,5,0,0,1,463.151,507.945,517.55,0,1,1,2,0.444,Medio,Alto,Alto,Alto,496.215,Alto,3894
3,4,0,0,1,457.809,485.971,493.825,0,1,0,1,-0.1,Medio,Medio,Alto,Bajo,479.202,Alto,3895
4,3,0,0,1,460.594,492.304,532.366,1,1,1,2,0.512,Medio,Medio,Alto,Alto,495.088,Alto,3896
2,2,0,0,1,473.993,506.641,517.169,0,1,0,1,-1.748,Medio,Alto,Alto,Alto,499.268,Alto,3897
4,3,0,1,1,463.531,502.578,524.837,1,1,0,1,-0.078,Medio,Alto,Alto,Alto,496.982,Alto,3898
4,4,0,0,1,528.787,576.877,507.517,0,1,0,2,-0.032,Alto,Alto,Alto,Alto,537.727,Alto,3899
1,4,0,0,1,453.123,508.053,535.995,0,1,1,2,-0.025,Medio,Alto,Alto,Alto,499.057,Alto,3900
4,4,0,1,1,491.057,526.339,529.9,1,1,0,2,0.914,Medio,Alto,Alto,Alto,515.765,Alto,3901
4,4,0,0,1,506.849,488.298,527.648,0,1,0,3,0.202,Alto,Medio,Alto,Alto,507.599,Alto,3902
4,2,0,0,1,513.178,537.944,553.642,0,1,0,1,-0.753,Alto,Alto,Alto,Bajo,534.922,Alto,3903
2,2,0,0,1,488.236,532.565,509.949,1,1,1,1,-1.705,Medio,Alto,Alto,Alto,510.25,Alto,3904
3,4,1,0,1,480.696,594.604,489.636,1,1,0,1,-0.176,Medio,Alto,Alto,Alto,521.646,Alto,3905
3,3,1,0,1,525.703,626.948,580.173,0,1,0,2,-0.396,Alto,Alto,Alto,Bajo,577.608,Alto,3906
4,4,0,0,1,479.296,477.755,502.597,0,1,1,2,-0.34,Medio,Medio,Alto,Bajo,486.549,Alto,3907
4,4,0,0,1,489.468,499.822,511.934,1,1,1,1,-0.131,Medio,Alto,Alto,Alto,500.408,Alto,3908
4,4,0,0,1,475.951,510.98,529.324,0,1,1,2,0.691,Medio,Alto,Alto,Alto,505.418,Alto,3909
3,4,0,0,1,477.916,476.572,489.488,0,1,0,1,-1.283,Medio,Medio,Alto,Medio,481.326,Alto,3910
3,5,1,0,1,547.39,588.889,576.387,0,1,1,2,-0.957,Alto,Alto,Alto,Bajo,570.889,Alto,3911
3,4,0,0,1,449.267,472.22,529.329,0,1,0,1,-0.334,Medio,Medio,Alto,Alto,483.605,Alto,3912
3,4,0,0,1,525.2,536.551,501.853,0,1,0,3,-0.447,Alto,Alto,Alto,Medio,521.201,Alto,3913
3,3,1,0,1,524.181,524.61,567.028,0,1,0,1,-0.725,Alto,Alto,Alto,Bajo,538.606,Alto,3914
3,0,0,1,1,575.798,520.159,593.817,0,1,0,1,0.417,Alto,Alto,Alto,Alto,563.258,Alto,3915
3,3,0,0,1,452.376,524.764,580.524,0,1,0,1,-1.722,Medio,Alto,Alto,Medio,519.221,Alto,3916
3,3,1,1,1,490.159,512.647,491.529,1,1,1,1,-0.275,Medio,Alto,Alto,Alto,498.112,Alto,3917
4,3,0,0,0,520.054,537.865,547.002,0,1,0,1,0.148,Alto,Alto,Alto,Alto,534.974,Alto,3918
4,4,0,0,1,519.154,546.271,529.089,0,1,0,1,-0.124,Alto,Alto,Alto,Alto,531.505,Alto,3919
4,4,0,0,1,494.866,502.042,473.199,0,1,1,2,-0.529,Bajo,Alto,Medio,Bajo,490.036,Alto,3920
4,4,0,1,1,544.255,552.986,545.806,0,1,0,3,0.876,Alto,Alto,Alto,Alto,547.682,Alto,3921
5,5,1,0,1,466.838,582.769,542.499,1,1,1,3,0.607,Medio,Alto,Alto,Alto,530.702,Alto,3922
4,4,0,0,1,527.343,480.608,505.037,0,1,1,2,0.717,Alto,Medio,Alto,Alto,504.329,Alto,3923
4,2,0,0,1,440.954,508.814,494.867,0,1,1,1,-0.25,Medio,Alto,Alto,Alto,481.545,Alto,3924
3,4,1,0,1,478.879,593.068,493.453,1,1,0,1,-0.102,Medio,Alto,Alto,Alto,521.8,Alto,3925
4,4,0,1,1,452.191,540.033,553.786,0,1,1,2,0.855,Medio,Alto,Alto,Alto,515.336,Alto,3926
3,4,1,0,1,474.282,510.453,477.835,1,1,1,2,-1.371,Medio,Alto,Medio,Medio,487.523,Alto,3927
3,2,0,0,1,455.214,512.579,507.933,0,1,0,0,-1.865,Medio,Alto,Alto,Bajo,491.909,Alto,3928
4,3,0,0,1,474.634,529.748,523.748,0,1,0,2,0.741,Medio,Alto,Alto,Alto,509.377,Alto,3929
4,4,1,0,1,435.402,521.403,512.331,0,1,0,1,-0.324,Medio,Alto,Alto,Alto,489.712,Alto,3930
4,3,0,0,1,563.561,580.104,580.79,0,1,1,3,0.077,Alto,Alto,Alto,Alto,574.818,Alto,3931
4,4,0,1,1,479.244,518.634,508.59,1,1,0,2,-1.376,Medio,Alto,Alto,Bajo,502.156,Alto,3932
3,4,0,0,0,498.373,502.714,514.814,0,1,1,1,-0.838,Alto,Alto,Alto,Medio,505.3,Alto,3933
4,4,0,1,1,499.182,573.455,495.09,1,1,1,2,0.777,Alto,Alto,Alto,Alto,522.575,Alto,3934
5,4,0,0,1,493.647,505.161,517.329,1,1,1,4,0.803,Medio,Alto,Alto,Alto,505.379,Alto,3935
4,4,0,1,1,573.404,669.312,561.656,0,1,1,2,0.689,Alto,Alto,Alto,Alto,601.457,Alto,3936
3,1,0,0,1,523.517,494.415,511.056,0,1,1,1,-1.041,Alto,Medio,Alto,Medio,509.663,Alto,3937
3,4,0,0,1,511.02,474.565,554.256,1,1,1,1,-1.036,Alto,Medio,Alto,Medio,513.281,Alto,3938
4,1,1,0,1,554.497,617.785,588.638,0,1,0,2,0.737,Alto,Alto,Alto,Alto,586.974,Alto,3939
2,1,0,0,1,537.378,545.164,495.827,0,1,0,1,-2.475,Alto,Alto,Alto,Alto,526.123,Alto,3940
3,0,0,0,1,497.903,480.051,478.9,0,1,1,1,0.496,Alto,Medio,Medio,Alto,485.618,Alto,3941
3,5,0,1,1,511.98,580.16,563.661,1,1,1,2,-0.157,Alto,Alto,Alto,Bajo,551.934,Alto,3942
3,4,0,1,1,526.258,503.873,526.384,0,1,0,2,-0.334,Alto,Alto,Alto,Bajo,518.839,Alto,3943
4,4,1,0,1,480.172,553.549,544.303,0,1,0,2,0.253,Medio,Alto,Alto,Alto,526.008,Alto,3944
3,2,0,1,1,465.308,504.387,468.94,0,1,1,2,-0.796,Medio,Alto,Medio,Medio,479.545,Alto,3945
3,3,0,0,1,477.554,537.844,427.53,0,1,0,2,-1.127,Medio,Alto,Medio,Bajo,480.976,Alto,3946
4,3,0,0,1,481.71,530.338,507.703,0,1,1,2,-0.129,Medio,Alto,Alto,Alto,506.584,Alto,3947
4,3,1,0,0,459.58,500.924,482.682,0,1,1,1,-1.168,Medio,Alto,Medio,Bajo,481.062,Alto,3948
3,3,1,1,1,482.82,594.309,504.317,0,1,1,2,0.725,Medio,Alto,Alto,Alto,527.148,Alto,3949
5,4,0,0,1,585.907,612.569,562.549,0,1,1,3,0.325,Alto,Alto,Alto,Alto,587.008,Alto,3950
3,4,0,0,1,495.21,560.428,515.56,0,1,1,2,-0.021,Alto,Alto,Alto,Bajo,523.733,Alto,3951
3,3,0,0,1,489.608,535.397,453.123,0,1,1,1,-0.205,Medio,Alto,Medio,Medio,492.709,Alto,3952
5,4,0,0,1,491.895,486.534,501.056,1,1,1,1,0.447,Medio,Medio,Alto,Alto,493.161,Alto,3953
3,2,0,0,1,500.545,477.961,504.921,0,1,0,2,-1.023,Alto,Medio,Alto,Bajo,494.476,Alto,3954
3,4,0,0,1,446.242,482.281,528.904,1,1,0,1,0.859,Medio,Medio,Alto,Alto,485.809,Alto,3955
3,4,0,0,1,513.195,581.272,564.499,0,1,1,1,-0.259,Alto,Alto,Alto,Medio,552.988,Alto,3956
3,4,0,0,1,438.442,485.547,530.897,1,1,1,0,0.342,Medio,Medio,Alto,Alto,484.962,Alto,3957
4,2,0,1,1,473.421,484.346,501.95,0,1,0,2,-1.138,Medio,Medio,Alto,Medio,486.572,Alto,3958
5,5,0,0,1,562.637,630.505,612.995,1,1,1,3,0.945,Alto,Alto,Alto,Alto,602.046,Alto,3959
3,2,1,0,1,482.106,539.068,488.616,1,1,1,1,-1.082,Medio,Alto,Alto,Medio,503.263,Alto,3960
3,4,0,0,1,460.542,526.419,490.012,1,1,1,1,0.185,Medio,Alto,Alto,Alto,492.324,Alto,3961
3,4,0,0,1,520.83,592.063,549.068,0,1,1,2,-0.12,Alto,Alto,Alto,Alto,553.987,Alto,3962
3,3,1,0,1,481.338,570.038,503.674,0,0,0,1,-1.296,Medio,Alto,Alto,Alto,518.35,Alto,3963
4,4,0,0,1,446.782,480.834,509.387,1,1,0,1,0.615,Medio,Medio,Alto,Alto,479.001,Alto,3964
4,3,0,0,1,588.356,588.647,580.376,1,1,1,4,-1.051,Alto,Alto,Alto,Bajo,585.793,Alto,3965
3,4,0,1,1,520.576,560.797,564.12,1,1,0,3,0.386,Alto,Alto,Alto,Alto,548.498,Alto,3966
3,3,0,0,1,430.228,531.803,475.867,1,1,0,3,-0.672,Medio,Alto,Medio,Bajo,479.299,Alto,3967
4,3,1,0,1,473.685,571.967,497.034,1,1,1,1,0.535,Medio,Alto,Alto,Alto,514.228,Alto,3968
2,3,0,0,1,477.367,572.328,527.155,1,1,0,1,-0.94,Medio,Alto,Alto,Bajo,525.616,Alto,3969
3,2,1,0,1,466.843,525.46,527.62,0,0,0,1,-1.62,Medio,Alto,Alto,Bajo,506.641,Alto,3970
5,4,1,0,1,530.025,615.181,521.166,0,1,1,2,0.759,Alto,Alto,Alto,Alto,555.457,Alto,3971
4,4,0,0,1,565.958,596.826,539.183,1,1,1,3,0.614,Alto,Alto,Alto,Alto,567.323,Alto,3972
3,3,0,0,1,515.75,514.096,556.274,1,1,1,2,-0.135,Alto,Alto,Alto,Bajo,528.707,Alto,3973
5,5,1,1,1,490.954,535.851,500.541,0,1,1,1,0.916,Bajo,Alto,Alto,Alto,509.115,Alto,3974
4,3,0,0,1,478.195,467.079,504.519,0,1,1,0,-0.559,Medio,Medio,Alto,Bajo,483.265,Alto,3975
5,4,0,0,1,489.231,512.643,546.246,1,1,1,2,0.573,Medio,Alto,Alto,Alto,516.04,Alto,3976
4,4,0,0,1,524.349,584.713,566.505,1,1,1,2,0.065,Alto,Alto,Alto,Alto,558.522,Alto,3977
2,3,0,0,1,483.925,502.105,465.772,0,1,0,1,-1.997,Medio,Alto,Medio,Medio,483.934,Alto,3978
