educacion_madre,educacion_padre,genero,computadora,internet,matematicas,comprension_lectora,ciencias,cuarto_propio,television,auto,libros,indice_socioeconomico,matematicasCategoria,comprension_lectoraCategoria,cienciasCategoria,indice_socioeconomicoCategoria,rendimiento_general,rendimiento_general_categoria,id_alumno
3,3,1,1,1,482.956,535.267,574.878,0,1,1,3,-1.7066,Medio,Alto,Alto,Medio,531.0336666666667,Alto,1974
5,3,1,0,0,488.378,492.888,549.814,0,1,0,1,-1.4019,Medio,Medio,Alto,Medio,510.36,Alto,1975
4,4,1,0,1,510.413,516.991,485.84,0,1,0,1,-1.2676,Alto,Alto,Medio,Medio,504.4146666666666,Alto,1976
4,5,0,1,1,493.721,521.507,553.161,0,1,1,2,-0.0284,Medio,Alto,Alto,Alto,522.7963333333333,Alto,1977
4,5,1,0,1,477.791,529.072,455.294,1,1,1,1,-1.0104,Medio,Alto,Medio,Medio,487.38566666666674,Alto,1978
4,5,1,1,1,512.514,541.906,593.54,0,1,1,1,0.7527,Alto,Alto,Alto,Alto,549.32,Alto,1979
5,5,1,1,1,490.996,516.272,492.02,1,1,1,1,0.7386,Medio,Alto,Alto,Alto,499.7626666666667,Alto,1980
4,4,0,1,1,487.165,500.518,469.426,1,1,1,1,-1.1221,Medio,Alto,Medio,Medio,485.703,Alto,1981
2,3,0,1,1,498.177,565.891,518.089,1,1,1,1,-1.4781,Alto,Alto,Alto,Medio,527.3856666666667,Alto,1982
5,5,0,1,1,495.05,521.691,514.903,1,1,0,3,0.7958,Alto,Alto,Alto,Alto,510.548,Alto,1983
4,3,0,0,1,463.282,514.305,518.265,1,1,1,3,-1.4281,Medio,Alto,Alto,Medio,498.6173333333333,Alto,1984
4,4,0,0,1,489.147,510.025,525.843,1,1,1,1,0.37,Medio,Alto,Alto,Alto,508.3383333333333,Alto,1985
4,4,0,1,1,560.669,552.17,545.457,0,1,0,0,-0.4979,Alto,Alto,Alto,Medio,552.7653333333333,Alto,1986
4,4,1,0,1,459.245,548.982,502.492,0,1,1,2,-1.7425,Medio,Alto,Alto,Medio,503.573,Alto,1987
3,4,1,0,1,436.416,581.356,478.207,1,1,0,3,-1.0216,Medio,Alto,Medio,Medio,498.6596666666666,Alto,1988
3,4,0,1,1,453.129,557.432,494.601,1,1,1,3,0.2002,Medio,Alto,Alto,Alto,501.72066666666666,Alto,1989
4,5,1,0,1,463.274,512.925,513.285,0,1,1,1,0.1772,Medio,Alto,Alto,Alto,496.49466666666666,Alto,1990
4,4,0,1,1,482.284,489.625,505.076,1,1,0,1,-1.2274,Medio,Medio,Alto,Medio,492.3283333333334,Alto,1991
5,5,0,1,1,558.935,628.379,602.147,1,1,1,2,0.788,Alto,Alto,Alto,Alto,596.487,Alto,1992
5,5,1,1,1,486.185,505.009,521.483,1,1,1,6,1.5907,Medio,Alto,Alto,Alto,504.22566666666665,Alto,1993
4,4,0,0,1,479.752,503.532,468.574,0,1,0,1,-0.7535,Medio,Alto,Medio,Medio,483.9526666666666,Alto,1994
4,4,0,1,1,472.416,481.944,486.288,0,1,1,1,-0.1876,Medio,Medio,Medio,Medio,480.21600000000007,Alto,1995
5,4,1,1,1,492.566,561.72,538.806,1,1,1,2,0.7011,Medio,Alto,Alto,Alto,531.0306666666667,Alto,1996
3,5,0,0,1,562.771,538.162,550.517,0,1,1,0,0.0278,Alto,Alto,Alto,Alto,550.4833333333333,Alto,1997
4,5,1,0,1,527.102,623.066,542.424,0,1,1,2,0.3433,Alto,Alto,Alto,Alto,564.1973333333334,Alto,1998
4,4,0,0,0,516.357,474.591,519.529,1,1,1,2,-1.0809,Alto,Medio,Alto,Medio,503.4923333333333,Alto,1999
4,4,0,1,1,489.562,506.753,469.239,0,1,1,0,-0.4964,Medio,Alto,Medio,Medio,488.518,Alto,2000
4,4,1,0,1,474.314,582.636,545.736,1,1,1,3,0.7323,Medio,Alto,Alto,Alto,534.2286666666668,Alto,2001
4,4,1,0,1,436.153,541.472,478.458,0,1,1,0,0.2484,Medio,Alto,Medio,Alto,485.3610000000001,Alto,2002
3,4,0,0,1,475.128,555.119,459.177,0,1,1,2,-1.0738,Medio,Alto,Medio,Medio,496.4746666666667,Alto,2003
3,4,1,0,1,523.645,627.557,579.553,0,1,0,3,-0.6837,Alto,Alto,Alto,Medio,576.9183333333334,Alto,2004
5,4,1,0,1,509.177,549.273,558.727,1,1,1,3,0.9242,Alto,Alto,Alto,Alto,539.0590000000001,Alto,2005
3,4,1,0,1,436.416,581.356,478.207,1,1,0,3,-1.0216,Medio,Alto,Medio,Medio,498.6596666666666,Alto,2006
4,4,1,1,1,500.346,444.289,490.94,1,1,1,3,0.0846,Alto,Medio,Alto,Alto,478.525,Alto,2007
4,4,0,0,1,488.732,440.176,517.645,0,1,1,1,-1.5404,Medio,Medio,Alto,Medio,482.1843333333333,Alto,2008
3,5,1,0,1,473.168,512.658,453.034,1,1,1,2,0.3679,Medio,Alto,Medio,Alto,479.62000000000006,Alto,2009
5,4,0,0,1,520.525,537.474,548.53,1,1,1,1,0.5645,Alto,Alto,Alto,Alto,535.5096666666667,Alto,2010
5,0,1,0,1,524.705,570.102,572.598,1,1,0,3,-0.5834,Alto,Alto,Alto,Medio,555.8016666666666,Alto,2011
4,4,1,1,1,461.342,543.171,438.336,1,1,1,4,1.5494,Medio,Alto,Medio,Alto,480.9496666666667,Alto,2012
3,3,0,0,1,477.85,508.191,508.179,1,1,1,0,-1.666,Medio,Alto,Alto,Medio,498.07333333333327,Alto,2013
2,4,0,0,1,525.7,477.86,552.567,0,1,0,3,-1.4949,Alto,Medio,Alto,Medio,518.709,Alto,2014
3,3,0,0,1,429.225,530.786,479.91,1,1,0,6,-1.3248,Medio,Alto,Medio,Medio,479.9736666666667,Alto,2015
3,5,1,0,1,522.972,509.62,541.121,0,1,1,1,-1.2636,Alto,Alto,Alto,Medio,524.571,Alto,2016
4,5,0,0,1,483.664,449.247,501.854,1,1,1,2,0.5774,Medio,Medio,Alto,Alto,478.25500000000005,Alto,2017
4,5,0,1,1,513.701,582.169,555.805,1,1,1,2,0.0245,Alto,Alto,Alto,Alto,550.5583333333333,Alto,2018
4,3,1,1,1,505.27,479.176,537.231,0,1,1,3,0.8559,Alto,Medio,Alto,Alto,507.22566666666665,Alto,2019
4,4,1,0,1,459.245,548.982,502.492,0,1,1,2,-1.7425,Medio,Alto,Alto,Medio,503.573,Alto,2020
4,5,1,0,1,483.895,527.94,498.054,0,1,1,3,1.197,Medio,Alto,Alto,Alto,503.2963333333334,Alto,2021
5,4,0,0,1,478.704,544.837,490.77,0,1,1,1,-0.3929,Medio,Alto,Alto,Medio,504.7703333333333,Alto,2022
5,5,0,1,1,528.251,543.647,587.633,1,1,1,4,1.4264,Alto,Alto,Alto,Alto,553.177,Alto,2023
3,3,0,1,1,450.392,520.779,473.382,1,1,1,2,-2.0953,Medio,Alto,Medio,Medio,481.5176666666667,Alto,2024
5,5,1,1,1,520.613,615.754,589.644,0,1,1,3,-0.1317,Alto,Alto,Alto,Medio,575.3370000000001,Alto,2025
5,4,0,0,1,557.064,556.592,510.894,1,1,1,4,1.4745,Alto,Alto,Alto,Alto,541.5166666666667,Alto,2026
5,5,0,1,1,534.077,599.57,550.344,0,1,1,4,1.1001,Alto,Alto,Alto,Alto,561.3303333333333,Alto,2027
5,2,0,0,1,473.654,532.435,488.376,0,1,1,1,0.157,Medio,Alto,Alto,Alto,498.155,Alto,2028
4,4,0,0,1,467.879,520.156,511.044,1,1,1,1,0.6915,Medio,Alto,Alto,Alto,499.693,Alto,2029
4,5,0,0,1,509.43,534.841,500.388,0,1,1,3,1.2273,Alto,Alto,Alto,Alto,514.8863333333333,Alto,2030
3,4,0,0,1,493.12,499.401,547.892,0,1,1,0,-1.7766,Medio,Alto,Alto,Medio,513.471,Alto,2031
5,3,0,1,1,574.585,601.564,526.149,0,1,1,2,-0.3063,Alto,Alto,Alto,Medio,567.4326666666666,Alto,2032
4,3,0,0,1,497.604,585.796,524.581,1,1,1,2,0.3851,Alto,Alto,Alto,Alto,535.9936666666667,Alto,2033
3,4,0,0,1,540.387,465.269,527.361,1,1,1,2,0.1287,Alto,Medio,Alto,Alto,511.0056666666666,Alto,2034
4,3,1,0,1,497.741,549.441,523.843,0,1,1,1,-1.0188,Alto,Alto,Alto,Medio,523.6750000000001,Alto,2035
4,4,0,0,1,464.803,494.943,498.554,1,1,1,3,-0.9919,Medio,Medio,Alto,Medio,486.1,Alto,2036
4,4,1,1,1,530.293,609.694,554.437,1,1,1,3,0.893,Alto,Alto,Alto,Alto,564.808,Alto,2037
2,3,0,0,1,572.032,543.672,573.058,1,1,1,2,-1.2763,Alto,Alto,Alto,Medio,562.9206666666668,Alto,2038
4,5,0,0,1,442.702,478.499,515.65,1,1,1,2,0.0883,Medio,Medio,Alto,Alto,478.9503333333334,Alto,2039
4,4,0,1,1,518.993,490.36,528.475,1,1,1,1,-1.0981,Alto,Medio,Alto,Medio,512.6093333333333,Alto,2040
4,4,1,1,1,522.005,522.327,495.935,1,1,1,4,1.7582,Alto,Alto,Alto,Alto,513.4223333333333,Alto,2041
5,5,0,1,1,528.331,518.622,581.116,1,1,1,1,0.7674,Alto,Alto,Alto,Alto,542.6896666666667,Alto,2042
4,4,1,1,1,520.808,577.12,572.37,1,1,1,3,-0.2134,Alto,Alto,Alto,Medio,556.766,Alto,2043
4,3,0,0,1,472.253,512.103,532.803,0,1,1,1,-0.7879,Medio,Alto,Alto,Medio,505.7196666666667,Alto,2044
5,5,1,1,1,534.788,557.255,510.908,1,1,1,3,0.6791,Alto,Alto,Alto,Alto,534.317,Alto,2045
4,4,1,0,1,442.83,575.739,484.283,1,1,1,1,0.5207,Medio,Alto,Medio,Alto,500.9506666666666,Alto,2046
4,4,1,0,1,479.785,557.801,525.28,1,1,1,2,-1.1743,Medio,Alto,Alto,Medio,520.9553333333333,Alto,2047
4,4,1,0,1,470.834,505.103,487.551,0,0,0,0,-2.1155,Medio,Alto,Medio,Medio,487.82933333333335,Alto,2048
5,5,1,1,1,462.15,525.055,506.482,1,1,1,2,-0.7448,Medio,Alto,Alto,Medio,497.8956666666666,Alto,2049
4,5,0,0,1,489.314,431.529,538.183,1,1,1,2,0.0945,Medio,Medio,Alto,Alto,486.342,Alto,2050
3,5,0,0,1,478.031,515.557,491.799,0,1,1,2,-0.2594,Medio,Alto,Alto,Medio,495.129,Alto,2051
4,4,0,1,1,541.817,550.456,544.953,1,1,1,3,0.9515,Alto,Alto,Alto,Alto,545.7420000000001,Alto,2052
3,3,0,0,1,480.312,470.98,488.884,0,1,1,0,-1.7981,Medio,Medio,Alto,Medio,480.0586666666666,Alto,2053
4,2,1,1,1,522.84,574.789,514.903,1,1,1,1,-0.0492,Alto,Alto,Alto,Alto,537.5106666666667,Alto,2054
5,5,0,1,1,580.822,552.898,581.808,1,1,1,3,0.7351,Alto,Alto,Alto,Alto,571.8426666666667,Alto,2055
5,5,0,0,1,527.409,606.725,566.714,1,1,1,3,0.8656,Alto,Alto,Alto,Alto,566.9493333333334,Alto,2056
4,5,0,1,1,539.835,503.578,557.064,0,1,1,2,-0.6937,Alto,Alto,Alto,Medio,533.4923333333332,Alto,2057
5,4,0,1,1,488.545,512.965,549.318,1,1,1,2,0.344,Medio,Alto,Alto,Alto,516.9426666666667,Alto,2058
4,4,0,0,1,538.983,574.041,563.136,1,1,0,2,-0.6548,Alto,Alto,Alto,Medio,558.7199999999999,Alto,2059
4,4,1,1,1,469.692,565.951,510.507,0,1,0,2,-0.6739,Medio,Alto,Alto,Medio,515.3833333333333,Alto,2060
4,3,1,0,1,477.633,528.788,511.97,0,1,1,1,-0.6806,Medio,Alto,Alto,Medio,506.1303333333333,Alto,2061
4,4,0,1,1,638.274,565.763,588.775,1,1,1,2,-0.5626,Alto,Alto,Alto,Medio,597.6039999999999,Alto,2062
4,5,0,1,1,491.338,526.588,527.755,1,1,1,3,1.5171,Medio,Alto,Alto,Alto,515.227,Alto,2063
4,4,0,1,1,537.976,572.915,515.311,1,1,1,3,0.6718,Alto,Alto,Alto,Alto,542.0673333333334,Alto,2064
5,5,1,1,1,550.534,559.758,573.026,1,1,1,3,0.9611,Alto,Alto,Alto,Alto,561.1059999999999,Alto,2065
4,3,1,1,1,505.27,479.176,537.231,0,1,1,3,0.8559,Alto,Medio,Alto,Alto,507.22566666666665,Alto,2066
3,5,1,1,1,489.627,590.385,503.956,0,1,1,2,1.0104,Medio,Alto,Alto,Alto,527.9893333333333,Alto,2067
5,5,1,0,1,468.245,576.591,539.393,1,1,1,3,0.4455,Medio,Alto,Alto,Alto,528.0763333333333,Alto,2068
4,5,0,1,1,496.702,473.6,505.425,1,1,1,2,0.9996,Alto,Medio,Alto,Alto,491.9090000000001,Alto,2069
2,2,0,0,1,438.327,508.892,497.972,0,1,1,1,-2.5519,Medio,Alto,Alto,Bajo,481.73033333333336,Alto,2070
5,5,1,1,1,500.015,510.787,512.005,1,1,1,6,1.2054,Alto,Alto,Alto,Alto,507.60233333333326,Alto,2071
3,3,1,0,1,463.24,493.914,491.329,0,1,0,0,-2.3993,Medio,Medio,Alto,Bajo,482.8276666666666,Alto,2072
5,5,1,0,1,504.285,523.174,462.595,1,1,1,3,0.3912,Alto,Alto,Medio,Alto,496.6846666666667,Alto,2073
5,5,0,1,1,651.836,610.74,598.449,0,1,1,2,0.2887,Alto,Alto,Alto,Alto,620.3416666666667,Alto,2074
4,5,0,0,1,530.479,575.445,513.049,0,1,0,3,0.6125,Alto,Alto,Alto,Alto,539.6576666666666,Alto,2075
5,4,1,1,1,450.368,540.57,552.257,0,1,1,3,0.8358,Medio,Alto,Alto,Alto,514.3983333333334,Alto,2076
5,5,1,1,1,441.243,519.483,482.298,0,1,1,1,0.859,Medio,Alto,Medio,Alto,481.008,Alto,2077
5,4,1,0,1,471.271,510.803,480.711,1,1,1,6,0.5639,Medio,Alto,Medio,Alto,487.595,Alto,2078
4,4,0,1,1,487.443,454.387,502.248,1,1,1,3,-0.343,Medio,Medio,Alto,Medio,481.3593333333333,Alto,2079
4,5,1,0,1,560.042,491.554,523.96,0,1,1,2,-0.2241,Alto,Medio,Alto,Medio,525.1853333333333,Alto,2080
3,3,1,1,1,511.908,544.388,498.522,0,1,0,3,-1.9061,Alto,Alto,Alto,Medio,518.2726666666666,Alto,2081
5,2,1,1,1,465.523,499.604,471.673,0,1,1,1,-0.4085,Medio,Alto,Medio,Medio,478.9333333333333,Alto,2082
3,5,0,0,1,439.003,562.6,448.4,1,1,1,1,-0.4014,Medio,Alto,Medio,Medio,483.3343333333334,Alto,2083
5,5,0,1,1,533.871,535.355,572.138,0,1,1,1,-0.2067,Alto,Alto,Alto,Medio,547.1213333333334,Alto,2084
3,3,0,0,1,502.455,533.387,504.072,1,1,1,1,-2.1297,Alto,Alto,Alto,Medio,513.3046666666665,Alto,2085
4,5,0,1,1,484.668,479.376,518.46,1,1,1,1,0.684,Medio,Medio,Alto,Alto,494.168,Alto,2086
3,4,0,0,1,513.06,589.638,552.833,0,1,1,1,-0.2697,Alto,Alto,Alto,Medio,551.8436666666666,Alto,2087
3,3,1,1,0,506.337,568.798,499.435,0,1,0,0,-2.4098,Alto,Alto,Alto,Bajo,524.8566666666667,Alto,2088
3,2,0,0,0,506.133,531.828,494.239,1,1,1,2,-1.92,Alto,Alto,Alto,Medio,510.73333333333335,Alto,2089
4,4,1,1,1,534.511,572.548,531.226,1,1,1,3,0.7723,Alto,Alto,Alto,Alto,546.0949999999999,Alto,2090
3,2,1,0,1,500.414,489.747,484.761,1,1,1,2,-0.3822,Alto,Medio,Medio,Medio,491.6406666666667,Alto,2091
3,3,0,0,1,480.16,502.767,474.713,1,1,1,0,-2.0294,Medio,Alto,Medio,Medio,485.88000000000005,Alto,2092
3,3,1,1,1,514.513,519.074,501.271,1,1,1,2,-0.4298,Alto,Alto,Alto,Medio,511.6193333333333,Alto,2093
3,5,0,0,1,439.003,562.6,448.4,1,1,1,1,-0.4014,Medio,Alto,Medio,Medio,483.3343333333334,Alto,2094
2,3,1,0,1,506.041,515.604,486.333,1,1,1,1,-1.2826,Alto,Alto,Medio,Medio,502.6593333333333,Alto,2095
4,4,0,1,1,533.924,538.196,519.458,1,1,1,4,0.5348,Alto,Alto,Alto,Alto,530.526,Alto,2096
4,5,1,1,1,447.388,550.437,491.334,1,1,1,2,-0.1083,Medio,Alto,Alto,Medio,496.38633333333337,Alto,2097
4,5,0,1,1,497.679,488.022,567.739,1,1,1,1,0.9479,Alto,Medio,Alto,Alto,517.8133333333334,Alto,2098
5,5,1,1,1,515.816,565.106,570.289,1,1,1,3,0.8145,Alto,Alto,Alto,Alto,550.4036666666667,Alto,2099
3,4,0,1,1,465.137,501.636,472.282,0,1,1,2,-0.1764,Medio,Alto,Medio,Medio,479.685,Alto,2100
4,4,1,1,1,481.332,504.819,502.918,1,1,1,2,0.391,Medio,Alto,Alto,Alto,496.3563333333333,Alto,2101
4,4,0,0,1,484.585,567.061,520.398,0,1,1,4,-0.0022,Medio,Alto,Alto,Alto,524.0146666666666,Alto,2102
2,3,0,0,1,558.221,532.556,531.051,1,1,0,1,-2.1137,Alto,Alto,Alto,Medio,540.6093333333333,Alto,2103
4,3,0,0,0,415.164,558.003,503.438,0,1,0,2,-1.279,Medio,Alto,Alto,Medio,492.20166666666665,Alto,2104
4,5,0,0,1,551.842,467.771,529.031,0,1,1,3,1.1544,Alto,Medio,Alto,Alto,516.2146666666666,Alto,2105
4,4,1,1,1,434.136,506.099,496.073,1,1,1,2,0.6674,Medio,Alto,Alto,Alto,478.76933333333335,Alto,2106
5,4,0,1,1,470.646,496.914,471.382,1,1,1,2,-1.0481,Medio,Alto,Medio,Medio,479.6473333333333,Alto,2107
4,4,0,1,1,501.367,508.868,483.942,1,1,1,4,-0.4461,Alto,Alto,Medio,Medio,498.059,Alto,2108
3,5,1,1,1,543.953,546.722,554.94,0,1,1,1,0.8243,Alto,Alto,Alto,Alto,548.5383333333333,Alto,2109
5,5,0,1,1,524.81,570.884,588.655,1,1,0,2,0.8976,Alto,Alto,Alto,Alto,561.4496666666666,Alto,2110
4,3,1,0,1,515.183,511.994,558.659,1,1,1,2,-1.2404,Alto,Alto,Alto,Medio,528.6120000000001,Alto,2111
3,4,0,0,1,494.774,482.327,475.401,0,1,1,2,-0.6808,Alto,Medio,Medio,Medio,484.1673333333333,Alto,2112
4,4,0,0,1,462.978,550.277,460.598,1,1,1,3,-0.26,Medio,Alto,Medio,Medio,491.2843333333333,Alto,2113
4,5,0,1,1,515.14,527.267,488.335,1,1,1,3,0.2606,Alto,Alto,Alto,Alto,510.2473333333334,Alto,2114
5,4,0,1,1,555.267,591.883,571.829,1,1,1,2,0.0255,Alto,Alto,Alto,Alto,572.993,Alto,2115
5,4,1,1,1,476.51,449.013,515.608,0,1,1,1,0.3218,Medio,Medio,Alto,Alto,480.377,Alto,2116
4,5,1,0,1,452.716,578.47,501.885,1,1,1,2,0.5825,Medio,Alto,Alto,Alto,511.0236666666667,Alto,2117
5,5,1,0,1,549.519,575.583,635.316,1,1,1,1,-0.0941,Alto,Alto,Alto,Medio,586.8059999999999,Alto,2118
4,4,1,0,1,503.271,610.117,501.804,1,1,1,2,0.1644,Alto,Alto,Alto,Alto,538.3973333333333,Alto,2119
2,3,0,0,1,496.853,613.046,503.186,1,1,1,3,-1.5222,Alto,Alto,Alto,Medio,537.695,Alto,2120
4,5,0,0,1,496.514,591.856,530.535,1,1,1,2,-0.6537,Alto,Alto,Alto,Medio,539.6349999999999,Alto,2121
2,5,1,0,1,518.538,563.466,597.507,1,1,1,2,-0.2836,Alto,Alto,Alto,Medio,559.837,Alto,2122
5,4,1,0,1,458.395,615.748,428.766,0,1,1,3,-0.5273,Medio,Alto,Medio,Medio,500.9696666666667,Alto,2123
5,5,1,1,1,473.916,533.66,589.135,1,1,1,6,1.5881,Medio,Alto,Alto,Alto,532.237,Alto,2124
4,4,0,1,1,558.352,645.253,600.038,1,1,1,3,1.0122,Alto,Alto,Alto,Alto,601.2143333333333,Alto,2125
3,3,0,0,1,530.289,519.726,541.824,0,1,1,1,-2.2628,Alto,Alto,Alto,Bajo,530.6129999999999,Alto,2126
4,4,1,1,1,530.293,609.694,554.437,1,1,1,3,0.893,Alto,Alto,Alto,Alto,564.808,Alto,2127
4,3,0,0,1,467.096,493.053,477.247,1,1,1,1,0.1305,Medio,Medio,Medio,Alto,479.132,Alto,2128
4,4,0,0,1,475.967,503.493,491.92,0,0,0,0,-1.8303,Medio,Alto,Alto,Medio,490.46,Alto,2129
4,4,1,1,1,484.106,528.477,547.326,0,1,0,3,-1.1684,Medio,Alto,Alto,Medio,519.9696666666667,Alto,2130
3,3,0,0,1,530.289,519.726,541.824,0,1,1,1,-2.2628,Alto,Alto,Alto,Bajo,530.6129999999999,Alto,2131
5,5,1,1,1,545.429,548.86,583.89,0,1,1,2,1.1021,Alto,Alto,Alto,Alto,559.393,Alto,2132
4,5,0,0,1,464.843,500.56,500.702,0,1,1,1,0.5053,Medio,Alto,Alto,Alto,488.70166666666665,Alto,2133
3,0,1,0,1,452.48,489.252,547.402,0,1,0,1,-1.9711,Medio,Medio,Alto,Medio,496.378,Alto,2134
4,5,0,0,1,442.702,478.499,515.65,1,1,1,2,0.0883,Medio,Medio,Alto,Alto,478.9503333333334,Alto,2135
5,1,0,0,1,558.741,499.541,504.242,1,1,1,3,-0.2155,Alto,Alto,Alto,Medio,520.8413333333333,Alto,2136
4,3,1,1,1,463.821,546.45,457.794,1,1,1,2,-0.3243,Medio,Alto,Medio,Medio,489.355,Alto,2137
5,5,1,0,1,423.979,559.391,494.657,0,1,1,1,0.4071,Medio,Alto,Alto,Alto,492.6756666666666,Alto,2138
5,5,1,0,1,506.073,543.312,511.731,1,1,1,2,0.6213,Alto,Alto,Alto,Alto,520.372,Alto,2139
5,5,0,0,1,468.262,524.042,482.541,1,1,1,3,1.1441,Medio,Alto,Medio,Alto,491.615,Alto,2140
3,4,1,1,1,449.795,564.575,455.022,1,1,1,3,-0.5487,Medio,Alto,Medio,Medio,489.79733333333337,Alto,2141
2,2,0,1,1,546.024,603.377,537.846,0,1,1,1,-1.7015,Alto,Alto,Alto,Medio,562.4156666666667,Alto,2142
4,5,0,1,1,538.948,457.111,564.921,1,1,1,0,0.5887,Alto,Medio,Alto,Alto,520.3266666666667,Alto,2143
4,4,0,0,1,471.542,533.192,462.59,0,1,1,2,0.3535,Medio,Alto,Medio,Alto,489.108,Alto,2144
3,4,0,0,1,422.542,562.857,480.386,1,1,1,2,-0.3251,Medio,Alto,Medio,Medio,488.595,Alto,2145
3,4,1,1,1,493.631,493.118,459.644,1,1,1,1,-0.5213,Medio,Medio,Medio,Medio,482.131,Alto,2146
5,4,1,1,1,494.703,473.684,494.755,1,1,1,2,1.3866,Alto,Medio,Alto,Alto,487.714,Alto,2147
4,3,0,0,1,429.927,531.138,504.523,0,1,0,3,-1.2949,Medio,Alto,Alto,Medio,488.5293333333334,Alto,2148
4,4,1,1,1,493.464,503.575,474.107,0,1,1,3,-1.2302,Medio,Alto,Medio,Medio,490.382,Alto,2149
4,4,0,1,1,558.352,645.253,600.038,1,1,1,3,1.0122,Alto,Alto,Alto,Alto,601.2143333333333,Alto,2150
5,5,1,1,1,503.525,583.724,498.002,1,1,1,4,0.5106,Alto,Alto,Alto,Alto,528.417,Alto,2151
2,3,1,0,0,486.78,542.464,521.625,0,1,1,1,-2.3587,Medio,Alto,Alto,Bajo,516.9563333333334,Alto,2152
5,5,1,0,1,504.421,529.099,530.334,0,1,1,4,1.0904,Alto,Alto,Alto,Alto,521.2846666666666,Alto,2153
4,4,1,0,1,461.372,519.501,469.673,0,1,0,1,-0.4111,Medio,Alto,Medio,Medio,483.5153333333333,Alto,2154
4,5,0,0,1,526.908,497.146,533.502,0,1,1,2,0.6899,Alto,Alto,Alto,Alto,519.1853333333333,Alto,2155
2,5,0,1,1,611.679,577.056,504.708,1,1,1,3,-0.7897,Alto,Alto,Alto,Medio,564.4810000000001,Alto,2156
5,4,1,0,1,468.793,464.114,510.59,0,0,0,1,-1.0562,Medio,Medio,Alto,Medio,481.1656666666666,Alto,2157
5,4,1,1,1,452.958,528.952,497.513,1,1,1,3,0.877,Medio,Alto,Alto,Alto,493.141,Alto,2158
3,4,1,1,1,526.104,504.696,534.068,0,1,0,6,0.5836,Alto,Alto,Alto,Alto,521.6226666666668,Alto,2159
5,5,1,1,1,495.789,538.761,501.347,1,1,1,3,1.1148,Alto,Alto,Alto,Alto,511.96566666666666,Alto,2160
4,4,1,1,1,507.924,526.103,524.501,1,1,1,3,0.0024,Alto,Alto,Alto,Alto,519.5093333333333,Alto,2161
4,4,0,1,1,551.94,588.679,560.632,0,1,0,3,-0.8934,Alto,Alto,Alto,Medio,567.0836666666668,Alto,2162
4,4,0,1,1,451.244,472.145,520.944,0,1,1,1,-0.92,Medio,Medio,Alto,Medio,481.44433333333336,Alto,2163
4,4,1,1,1,451.155,501.791,545.261,0,1,1,1,0.5095,Medio,Alto,Alto,Alto,499.4023333333333,Alto,2164
5,5,1,0,1,506.073,543.312,511.731,1,1,1,2,0.6213,Alto,Alto,Alto,Alto,520.372,Alto,2165
4,5,0,0,1,551.101,601.105,557.099,1,1,1,2,0.4387,Alto,Alto,Alto,Alto,569.7683333333334,Alto,2166
5,5,0,0,1,526.44,530.27,561.136,1,1,1,4,1.3656,Alto,Alto,Alto,Alto,539.282,Alto,2167
4,4,0,1,1,545.684,532.434,525.638,0,1,1,6,-0.8443,Alto,Alto,Alto,Medio,534.5853333333333,Alto,2168
4,4,1,0,1,479.749,478.829,512.177,0,1,0,1,-0.4114,Medio,Medio,Alto,Medio,490.2516666666667,Alto,2169
3,3,0,0,1,502.455,533.387,504.072,1,1,1,1,-2.1297,Alto,Alto,Alto,Medio,513.3046666666665,Alto,2170
4,5,0,1,1,496.702,473.6,505.425,1,1,1,2,0.9996,Alto,Medio,Alto,Alto,491.9090000000001,Alto,2171
4,4,0,0,1,559.738,591.033,522.295,1,1,1,3,-0.403,Alto,Alto,Alto,Medio,557.6886666666668,Alto,2172
4,5,0,0,1,519.124,535.469,465.778,1,1,1,1,-1.3138,Alto,Alto,Medio,Medio,506.79033333333336,Alto,2173
5,5,0,0,1,526.44,530.27,561.136,1,1,1,4,1.3656,Alto,Alto,Alto,Alto,539.282,Alto,2174
4,4,0,1,1,500.579,441.626,528.649,1,1,1,3,0.4522,Alto,Medio,Alto,Alto,490.2846666666666,Alto,2175
4,4,0,0,1,479.752,503.532,468.574,0,1,0,1,-0.7535,Medio,Alto,Medio,Medio,483.9526666666666,Alto,2176
5,5,0,0,1,495.284,534.873,555.125,1,1,1,1,0.8151,Alto,Alto,Alto,Alto,528.4273333333334,Alto,2177
4,4,0,0,1,474.515,500.995,465.652,1,1,1,0,0.1323,Medio,Alto,Medio,Alto,480.3873333333333,Alto,2178
4,4,0,0,1,558.184,622.644,585.121,0,1,1,3,-0.2921,Alto,Alto,Alto,Medio,588.6496666666667,Alto,2179
5,5,1,1,1,533.421,520.835,539.321,1,1,0,3,-0.235,Alto,Alto,Alto,Medio,531.1923333333334,Alto,2180
3,3,1,1,1,525.684,517.154,448.883,0,1,1,2,-0.7125,Alto,Alto,Medio,Medio,497.24033333333335,Alto,2181
4,4,1,1,1,434.136,506.099,496.073,1,1,1,2,0.6674,Medio,Alto,Alto,Alto,478.76933333333335,Alto,2182
4,3,1,1,1,462.918,505.505,519.764,1,1,0,1,-1.5897,Medio,Alto,Alto,Medio,496.0623333333333,Alto,2183
4,5,1,1,1,528.109,553.652,556.122,1,1,1,3,0.7638,Alto,Alto,Alto,Alto,545.9609999999999,Alto,2184
